Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Aix En Provence CH R64,L vs Ymer,1.21,0.90,69.1,4.4,4.3%,44.7%,2.3%,47.7%,37.2%,43.2%
2019 Anning CH R32,L vs Oliveira,0.79,0.83,73.3,3.1,5.9%,70.6%,0.0%,59.4%,39.1%,34.1%
2019 Zhangjiagang CH QF,L vs Bourgue,0.86,0.64,45.4,2.4,3.2%,64.5%,0.0%,39.3%,28.1%,43.3%
2019 Zhangjiagang CH R16,W vs Saville,1.27,1.28,47.9,2.1,2.1%,68.8%,2.2%,55.6%,33.3%,42.9%
2019 Zhangjiagang CH R32,W vs Maamoun,0.96,1.45,62.5,2.1,20.6%,73.5%,3.2%,64.5%,52.8%,39.4%
2019 Shenzhen CH R32,L vs Crepatte,0.83,0.78,60.1,3.2,8.3%,72.2%,2.9%,64.7%,27.0%,32.4%
2019 Zhuhai CH SF,L vs Karlovskiy,0.96,0.79,61.8,2.9,11.4%,70.5%,7.5%,60.0%,29.3%,27.8%
2019 Zhuhai CH QF,W vs Baghdatis,1.20,1.43,41.2,2.1,0.0%,59.5%,5.6%,63.9%,42.1%,50.0%
2019 Zhuhai CH R32,W vs Li,1.05,1.60,52.2,2.0,3.4%,65.5%,3.8%,80.8%,42.9%,40.0%
2019 Bangkok CH R16,L vs Mager,0.98,0.74,62.1,2.5,4.0%,52.0%,4.4%,75.6%,25.5%,30.8%
2019 Bangkok CH R32,W vs King,1.13,1.46,51.6,3.4,2.6%,61.5%,2.9%,80.0%,42.9%,33.3%
2019 Bangkok CH R32,L vs Duckworth,0.94,0.70,45.1,3.7,0.0%,60.5%,8.8%,50.0%,38.2%,27.6%
2019 Davis Cup RR,L vs Daniel,0.82,0.77,55.2,3.5,12.2%,58.5%,0.0%,59.0%,42.1%,35.1%
2018 Shenzhen CH QF,L vs Nedovyesov,0.83,0.83,57.4,2.4,3.8%,53.8%,4.2%,62.5%,37.3%,46.9%
2018 Shenzhen CH R32,W vs Albot,1.09,1.28,57.4,2.9,7.8%,72.5%,6.4%,51.1%,60.5%,27.5%
2018 Shanghai R64,L vs Medvedev,0.91,0.82,74.9,8.1,11.7%,73.3%,5.4%,58.9%,23.5%,37.5%
2018 Shanghai CH R32,L vs Bublik,0.89,0.86,62.3,3.1,6.1%,71.4%,7.0%,51.2%,32.3%,41.4%
2018 Bastad CH R32,L vs Moutet,0.92,0.51,35.4,2.1,0.0%,57.1%,0.0%,53.8%,30.8%,17.4%
2018 Gimcheon CH R32,L vs Mcdonald,0.96,0.83,69.7,3.7,6.0%,60.0%,0.0%,63.0%,37.2%,29.3%
2018 Seoul CH R32,L vs Kubler,1.24,0.52,35.0,2.7,0.0%,36.4%,0.0%,33.3%,20.0%,35.3%
2019 (13 matches),,1.01,0.97,56.5,2.7,5.9%,62.6%,3.4%,61.4%,36.7%,36.9%
2018 (11 matches),,0.97,0.88,58.5,3.1,5.9%,61.6%,4.6%,57.5%,36.2%,37.4%
2017 (17 matches),,0.99,0.99,56.1,3.0,8.1%,62.0%,5.7%,60.3%,39.4%,38.0%
2016 (17 matches),,0.95,0.82,53.3,2.6,4.8%,59.7%,5.2%,57.6%,37.0%,34.3%
2015 (9 matches),,0.93,0.74,53.3,3.1,6.8%,55.9%,3.4%,51.5%,36.5%,37.1%
Career (101 matches),,0.97,0.90,56.0,2.9,6.2%,60.4%,4.1%,58.2%,37.6%,37.7%
