Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Aix En Provence CH R64,L vs Ymer,40% (6/15),100% (6/6),4/7,79% (11/14),27% (3/11),2/6,1/2,0/1,0/0,0/0
2019 Anning CH R32,L vs Oliveira,55% (6/11),17% (1/6),0/2,20% (2/10),0% (0/2),0/1,0/0,0/0,0/0,0/0
2019 Zhangjiagang CH QF,L vs Bourgue,33% (3/9),33% (1/3),0/2,44% (4/9),0% (0/4),1/1,0/0,0/2,0/0,0/1
2019 Zhangjiagang CH R16,W vs Saville,29% (4/14),75% (3/4),0/2,43% (6/14),50% (3/6),3/3,2/3,0/1,1/1,0/0
2019 Zhangjiagang CH R32,W vs Maamoun,44% (4/9),75% (3/4),0/0,33% (3/9),100% (3/3),3/3,1/1,2/2,0/0,0/0
2019 Shenzhen CH R32,L vs Crepatte,18% (2/11),50% (1/2),0/2,27% (3/11),33% (1/3),1/1,0/0,3/3,0/0,1/1
2019 Zhuhai CH SF,L vs Karlovskiy,17% (2/12),100% (2/2),1/2,25% (3/12),33% (1/3),2/2,0/1,2/2,0/0,0/0
2019 Zhuhai CH QF,W vs Baghdatis,54% (7/13),86% (6/7),2/3,25% (3/12),0% (0/3),3/5,1/2,1/1,0/1,0/0
2019 Zhuhai CH R32,W vs Li,40% (4/10),75% (3/4),0/0,22% (2/9),100% (2/2),1/1,0/0,0/0,0/0,0/0
2019 Bangkok CH R16,L vs Mager,13% (2/15),50% (1/2),0/3,40% (6/15),33% (2/6),0/1,0/0,2/3,0/0,2/2
2019 Bangkok CH R32,W vs King,40% (4/10),50% (2/4),0/1,27% (3/11),67% (2/3),2/2,1/1,2/2,1/1,0/0
2019 Bangkok CH R32,L vs Duckworth,18% (2/11),100% (2/2),0/3,50% (5/10),20% (1/5),1/2,0/1,1/2,0/0,1/1
2019 Davis Cup RR,L vs Daniel,27% (3/11),67% (2/3),1/3,27% (3/11),0% (0/3),2/2,0/1,2/2,0/0,1/1
2018 Shenzhen CH QF,L vs Nedovyesov,33% (4/12),75% (3/4),0/3,42% (5/12),40% (2/5),3/3,0/1,1/1,0/0,1/1
2018 Shenzhen CH R32,W vs Albot,43% (6/14),83% (5/6),2/2,36% (5/14),40% (2/5),4/5,2/2,0/1,1/1,0/0
2018 Shanghai R64,L vs Medvedev,20% (3/15),33% (1/3),0/1,19% (3/16),67% (2/3),1/1,1/1,2/2,0/0,0/0
2018 Shanghai CH R32,L vs Bublik,31% (5/16),40% (2/5),0/3,27% (4/15),25% (1/4),1/1,0/0,1/1,0/0,1/1
2018 Bastad CH R32,L vs Moutet,11% (1/9),0% (0/1),0/3,67% (6/9),50% (3/6),0/0,0/0,1/1,0/0,1/1
2018 Gimcheon CH R32,L vs Mcdonald,17% (2/12),50% (1/2),0/1,33% (4/12),75% (3/4),1/1,0/1,1/1,0/0,0/0
2018 Seoul CH R32,L vs Kubler,29% (2/7),50% (1/2),0/5,100% (7/7),14% (1/7),0/1,0/0,0/1,0/0,0/1
2019 (13 matches),,32.5%,67.3%,26.7%,36.7%,33.3%,70.0%,50.0%,71.4%,66.7%,83.3%
2018 (11 matches),,30.1%,61.0%,10.0%,39.6%,35.8%,66.7%,66.7%,75.0%,100.0%,66.7%
2017 (17 matches),,39.8%,59.2%,15.6%,37.5%,29.0%,74.4%,76.9%,80.0%,100.0%,71.4%
2016 (17 matches),,28.1%,76.4%,23.5%,40.6%,24.4%,73.7%,69.2%,75.0%,66.7%,55.6%
2015 (9 matches),,30.9%,72.4%,20.6%,53.8%,22.0%,45.0%,60.0%,66.7%,100.0%,60.0%
Career (101 matches),,34.0%,68.0%,21.7%,40.3%,27.4%,67.6%,62.5%,73.0%,66.7%,59.1%
