Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,3,0,3,0.0%,1-6,14.3%,34-41,45.3%,0-2,0.0%,3,80.6%,13.5%,7.8%,3.9%,67.8%,66.9%,49.4%,61.2%,30.6%,47.3%,0.79,
2018,3,2,1,66.7%,5-3,62.5%,45-31,59.2%,0-1,0.0%,3,87.2%,33.3%,8.5%,6.9%,61.2%,76.1%,48.5%,65.4%,40.2%,53.3%,1.16,
2017,5,1,4,20.0%,2-10,16.7%,47-68,40.9%,0-1,0.0%,5,69.6%,13.8%,5.7%,6.0%,66.1%,70.7%,40.4%,60.4%,34.0%,46.5%,0.86,
2016,7,4,3,57.1%,11-9,55.0%,94-87,51.9%,0-1,0.0%,7,72.5%,33.7%,5.1%,6.0%,63.6%,62.3%,50.9%,58.1%,41.6%,50.0%,0.99,
2015,8,3,5,37.5%,10-13,43.5%,97-104,48.3%,1-1,50.0%,5,53.7%,23.6%,5.3%,4.7%,63.6%,58.5%,39.9%,51.7%,35.7%,44.3%,0.74,R16 (Beijing)
2014,5,1,4,20.0%,9-12,42.9%,96-108,47.1%,1-1,50.0%,2,70.6%,11.8%,4.8%,3.9%,63.3%,64.1%,51.3%,59.4%,33.2%,46.0%,0.82,
2013,6,2,4,33.3%,7-9,43.8%,83-79,51.2%,1-2,33.3%,2,71.4%,9.5%,3.2%,7.2%,72.8%,61.5%,50.0%,58.4%,30.5%,44.1%,0.73,
2012,9,3,6,33.3%,8-16,33.3%,92-127,42.0%,1-1,50.0%,6,62.5%,25.4%,5.9%,6.8%,60.6%,65.1%,43.6%,56.6%,38.6%,47.4%,0.89,QF (Beijing)
2011,5,1,4,20.0%,4-10,28.6%,59-74,44.4%,0-1,0.0%,3,73.1%,22.2%,6.3%,8.2%,62.3%,70.7%,41.7%,59.7%,34.7%,46.8%,0.86,R16 (Beijing)
2010,5,1,4,20.0%,5-12,29.4%,67-95,41.4%,0-0,-,1,80.0%,12.5%,10.5%,3.8%,76.2%,71.3%,28.0%,61.0%,34.3%,48.0%,0.88,
2009,4,1,3,25.0%,3-10,23.1%,51-76,40.2%,1-1,50.0%,0,,,,,,,,,,,,
Career,60,19,41,31.7%,65-110,37.1%,765-890,46.2%,5-12,29.4%,37,70.6%,22.5%,6.0%,5.7%,64.5%,65.8%,45.6%,58.6%,36.5%,47.7%,0.88,
