Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Valentin Royer [FRA],1,3,25.0%,0,0,0,-,2024,2025,4,0.96,4.5%,2.2%,64.9%,60.6%,47.3%,55.9%,42.4%,50.0%,54.5%
3,Henri Squire [GER],2,1,66.7%,0,0,0,-,2022,2025,3,1.24,4.1%,2.3%,59.9%,70.9%,63.8%,68.0%,39.6%,62.5%,30.4%
3,Benjamin Bonzi [FRA],1,2,33.3%,2,1,1,50.0%,2021,2024,3,0.88,2.0%,5.5%,65.1%,62.7%,46.1%,56.9%,38.0%,62.5%,36.4%
3,Giovanni Fonio [ITA],1,2,33.3%,1,0,1,0.0%,2024,2024,3,0.82,4.9%,0.4%,63.8%,67.1%,55.6%,62.9%,30.6%,57.1%,28.6%
3,Genaro Alberto Olivieri [ARG],2,1,66.7%,0,0,0,-,2023,2024,3,1.05,2.5%,2.5%,71.3%,62.7%,51.5%,59.5%,42.6%,59.1%,48.0%
3,Nerman Fatic [BIH],1,2,33.3%,0,0,0,-,2023,2024,3,0.93,1.6%,3.9%,58.6%,70.7%,45.3%,60.2%,37.1%,46.2%,18.2%
3,Timofey Skatov [KAZ],2,1,66.7%,0,0,0,-,2022,2024,3,0.96,6.0%,1.2%,62.3%,66.3%,34.9%,54.5%,43.9%,57.1%,44.0%
3,Tristan Lamasine [FRA],2,1,66.7%,1,1,0,100.0%,2022,2024,2,1.04,5.0%,2.5%,63.1%,71.3%,45.8%,61.9%,39.6%,60.0%,45.5%
3,Oriol Roca Batalla [ESP],2,1,66.7%,1,1,0,100.0%,2020,2023,2,0.75,6.7%,1.5%,59.0%,65.8%,56.4%,61.9%,28.5%,60.0%,28.6%
3,Maximilian Marterer [GER],0,3,0.0%,0,0,0,-,2017,2023,3,0.52,3.1%,5.7%,56.6%,55.6%,37.7%,47.8%,27.0%,56.7%,50.0%
2,Ivan Nedelko [RUS],1,1,50.0%,1,1,0,100.0%,2019,2025,1,0.89,0.0%,3.8%,61.3%,59.2%,45.2%,53.8%,41.3%,54.5%,40.0%
2,Lilian Marmousez [FRA],1,1,50.0%,1,1,0,100.0%,2024,2025,2,1.09,4.6%,2.0%,68.6%,62.9%,54.2%,60.1%,43.3%,58.8%,33.3%
2,Ivan Gakhov [RUS],1,1,50.0%,0,0,0,-,2022,2025,2,0.94,4.0%,1.3%,52.3%,65.8%,51.4%,58.9%,38.6%,57.1%,36.4%
2,Clement Tabur [FRA],1,1,50.0%,1,0,1,0.0%,2024,2025,2,1.01,5.9%,0.0%,66.4%,67.1%,54.1%,62.7%,37.6%,78.3%,50.0%
2,Pedro Cachin [ARG],0,2,0.0%,0,0,0,-,2021,2025,2,0.80,0.8%,3.1%,69.0%,58.4%,45.0%,54.3%,36.7%,50.0%,30.0%
