Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,4,2,2,50.0%,0,0,0,-,2024,2026,Q3,4,1.02,3.6%,1.3%,57.8%,65.7%,44.5%,56.8%,43.9%,40.7%,58.1%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.57,0.0%,6.5%,54.8%,47.1%,35.7%,41.9%,33.3%,64.7%,100.0%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2022,2024,Q1,2,0.59,4.2%,5.9%,52.9%,61.9%,32.1%,47.9%,30.8%,52.9%,0.0%
US Open,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2021,2023,Q2,5,0.91,2.9%,5.7%,54.9%,63.9%,39.5%,52.9%,42.9%,50.0%,50.0%
Miami,2,Hard,5,3,2,60.0%,2,1,1,50.0%,2022,2026,R64,4,1.13,4.5%,7.2%,56.2%,69.9%,47.2%,60.0%,45.3%,72.5%,53.8%
Indian Wells,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2021,2026,R128,4,1.03,5.6%,2.9%,57.0%,64.6%,44.9%,56.1%,45.2%,53.7%,60.0%
Midland 125,3,Hard,7,4,3,57.1%,3,2,1,66.7%,2022,2026,QF,7,1.11,6.4%,4.9%,58.8%,71.1%,52.1%,63.3%,40.6%,44.1%,48.9%
Canberra 125,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2024,2026,R32,4,1.06,6.1%,5.2%,54.5%,67.7%,46.8%,58.2%,44.4%,64.1%,47.1%
Charleston,3,Clay,5,2,3,40.0%,1,0,1,0.0%,2022,2025,Q2,5,1.09,5.3%,9.0%,55.0%,63.3%,40.7%,53.1%,51.2%,59.2%,55.8%
Austin,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2023,2024,Q2,4,0.95,3.0%,6.3%,50.0%,62.0%,46.0%,54.0%,43.9%,47.2%,59.4%
