Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Hamburg R32,L vs Trevisan,14% (1/7),100% (1/1),1/6,100% (6/6),0% (0/6),0/1,0/0,0/0,0/0,0/0
2022 Indian Wells R128,L vs Alexandrova,53% (8/15),75% (6/8),1/5,47% (7/15),0% (0/7),2/6,1/2,1/2,0/1,1/1
2019 W15 Tabarka R16,L vs Marfutina,44% (7/16),100% (7/7),4/6,86% (12/14),33% (4/12),3/6,1/1,0/2,0/0,0/1
2019 W15 Tabarka QF,L vs Gatica,25% (2/8),50% (1/2),1/3,75% (6/8),17% (1/6),0/1,0/0,0/2,0/0,0/1
2019 W15 Tabarka R16,W vs Hrabalova,86% (6/7),100% (6/6),1/1,29% (2/7),50% (1/2),4/5,1/2,0/0,1/1,0/0
2019 W15 Tabarka R32,L vs Lene,46% (6/13),100% (6/6),3/5,50% (6/12),17% (1/6),2/5,0/0,1/1,0/0,0/0
2019 W15 Palmanova R16,L vs Payola,38% (5/13),60% (3/5),0/5,67% (8/12),25% (2/8),2/3,1/1,0/1,0/0,0/0
2019 W15 Palmanova R32,W vs Makatsaria,80% (8/10),100% (8/8),4/5,50% (5/10),0% (0/5),3/6,0/1,0/0,0/0,0/0
2019 W15 Manacor R16,L vs Naydenova,38% (5/13),40% (2/5),0/3,50% (6/12),33% (2/6),1/1,0/1,1/3,0/0,1/1
2019 W15 Manacor R32,W vs Blakely,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2017 Hilton Head Island SC $15K R32,L vs Sewing,67% (6/9),67% (4/6),3/6,88% (7/8),0% (0/7),0/4,0/0,0/1,0/0,0/0
2023 (1 matches),,14.3%,100.0%,16.7%,100.0%,0.0%,0.0%,-,-,-,-
2022 (1 matches),,53.3%,75.0%,20.0%,46.7%,0.0%,33.3%,50.0%,50.0%,0.0%,100.0%
2019 (8 matches),,50.0%,86.4%,46.4%,54.9%,24.4%,61.3%,57.1%,22.2%,100.0%,33.3%
2017 (1 matches),,66.7%,66.7%,50.0%,87.5%,0.0%,0.0%,-,0.0%,-,-
Career (11 matches),,49.6%,83.1%,40.0%,58.6%,16.9%,50.0%,55.6%,25.0%,50.0%,50.0%
