Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,2,2,50.0%,6-4,60.0%,53-44,54.6%,1-2,33.3%,4,76.6%,34.0%,6.4%,4.2%,58.5%,72.7%,49.2%,62.9%,43.3%,52.9%,1.17,QF (Midland 125)
2025,51,24,27,47.1%,55-57,49.1%,514-518,49.8%,4-7,36.4%,50,58.5%,41.4%,4.2%,6.3%,57.0%,60.6%,44.0%,53.5%,46.1%,49.7%,0.99,F (W100 Irapuato)
2024,50,25,25,50.0%,59-59,50.0%,570-534,51.6%,3-10,23.1%,6,65.2%,28.6%,3.9%,4.8%,50.5%,64.2%,47.6%,56.0%,40.3%,48.2%,0.92,F (2x)
2023,52,31,21,59.6%,71-56,55.9%,633-552,53.4%,5-8,38.5%,6,62.2%,31.3%,3.2%,5.5%,59.9%,57.7%,48.8%,54.1%,41.5%,48.4%,0.90,W (2x)
2022,41,24,17,58.5%,51-46,52.6%,440-456,49.1%,5-6,45.5%,2,56.0%,24.0%,3.2%,3.8%,53.8%,54.1%,49.3%,51.9%,38.1%,45.0%,0.79,F (2x)
2021,22,12,10,54.5%,21-25,45.7%,198-218,47.6%,0-3,0.0%,3,42.9%,23.8%,4.2%,3.5%,64.3%,53.3%,41.2%,49.0%,38.9%,44.2%,0.76,F (W60 Rancho Santa Fe CA)
2020,1,1,0,100.0%,2-0,100.0%,13-8,61.9%,0-0,-,0,,,,,,,,,,,,
2019,16,7,9,43.8%,17-19,47.2%,157-161,49.4%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2017,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,239,126,113,52.7%,282-270,51.1%,2589-2515,50.7%,19-37,33.9%,71,60.2%,37.5%,4.1%,5.7%,57.0%,60.9%,45.4%,54.2%,44.4%,49.3%,0.97,
