Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W60 Luan R32,W vs Wang,0.97,1.27,54.2,2.4,2.7%,56.8%,0.0%,58.8%,58.5%,51.4%
2019 W80 Gifu R16,L vs Nara,0.92,0.48,37.2,2.1,0.0%,48.0%,0.0%,50.0%,33.3%,19.0%
2019 W80 Gifu R32,W vs Hontama,1.15,1.54,50.2,2.4,0.0%,63.3%,0.0%,53.6%,58.3%,52.4%
2019 W60 Shenzhen F,L vs Tauson,0.92,0.74,57.1,2.8,0.0%,51.7%,0.0%,35.7%,39.5%,51.4%
2019 W60 Shenzhen SF,W vs Kuwata,1.00,2.16,34.5,2.0,9.1%,72.7%,0.0%,71.4%,72.0%,47.8%
2019 W60 Shenzhen QF,W vs Xun,1.07,1.46,52.5,2.1,9.4%,71.9%,3.3%,60.0%,45.5%,46.7%
2019 W60 Shenzhen R32,W vs Myers,1.17,1.81,39.2,2.1,6.9%,75.9%,0.0%,73.1%,39.3%,40.0%
2019 W25 Yokohama R32,L vs Ruse,1.00,0.43,33.5,2.0,0.0%,28.0%,0.0%,50.0%,23.5%,29.4%
2019 W25 Osaka QF,L vs Zhang,0.93,0.84,60.2,5.0,0.0%,53.2%,2.4%,52.4%,40.4%,45.2%
2019 W25 Osaka R16,W vs Kuwata,1.03,1.73,42.3,2.2,3.7%,66.7%,4.2%,62.5%,43.5%,76.2%
2019 W60 Kyoto R16,L vs Okamura,0.94,0.82,64.1,2.8,7.1%,61.9%,2.4%,51.2%,31.0%,45.0%
2018 Tianjin R16,L vs Martic,1.02,0.67,54.2,4.0,2.8%,50.0%,8.3%,52.8%,24.1%,40.7%
2018 Tianjin R32,W vs Yuan,1.25,1.29,65.5,4.7,0.0%,53.3%,0.0%,60.7%,57.9%,31.6%
2018 Nanchang QF,L vs Wang,0.96,0.57,40.2,3.0,7.1%,46.4%,4.0%,32.0%,33.3%,38.9%
2018 Nanchang R16,W vs Han,1.14,1.51,51.8,2.2,3.1%,65.6%,11.1%,66.7%,56.0%,33.3%
2018 Nanchang R32,W vs Kuwata,1.10,1.30,55.6,4.0,7.7%,59.0%,8.6%,60.0%,41.0%,55.6%
2018 Anning R32,L vs Tjandramulia,0.71,0.42,32.7,2.0,15.0%,50.0%,0.0%,31.3%,54.2%,13.6%
2018 Zhengzhou R16,L vs Zheng,0.89,0.74,48.5,5.3,0.0%,47.5%,0.0%,60.6%,37.5%,39.5%
2018 Zhengzhou R32,W vs Xun,1.13,3.16,28.2,2.3,0.0%,75.0%,5.3%,63.2%,85.7%,85.7%
2018 Australian Open Q1,W vs Peterson,1.04,1.26,58.1,4.0,6.8%,61.4%,5.1%,64.1%,36.4%,55.3%
2019 (11 matches),,1.00,1.06,50.1,2.4,3.5%,59.1%,1.3%,55.6%,44.2%,46.5%
2018 (9 matches),,1.04,1.03,50.9,3.1,4.5%,56.1%,5.0%,56.2%,44.5%,42.7%
2017 (37 matches),,1.04,1.12,53.9,2.6,4.0%,59.8%,4.7%,56.6%,44.6%,45.2%
2016 (34 matches),,1.03,1.19,48.3,2.3,6.3%,60.9%,6.5%,59.2%,45.7%,46.5%
2015 (4 matches),,1.03,0.67,35.6,2.1,0.0%,48.7%,4.0%,47.0%,30.2%,38.5%
Career (102 matches),,1.03,1.10,51.1,2.5,4.7%,59.3%,4.8%,56.7%,44.3%,45.3%
