Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,11,5,6,45.5%,0,0,0,-,2015,2020,Q3,4,0.75,4.1%,2.0%,66.5%,55.2%,42.7%,51.0%,36.6%,53.5%,50.0%
Roland Garros,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2015,2019,Q2,1,0.83,3.2%,1.6%,74.6%,55.3%,31.3%,49.2%,42.3%,14.3%,57.1%
Wimbledon,5,Grass,8,3,5,37.5%,3,2,1,66.7%,2015,2019,Q3,2,0.94,5.9%,1.2%,67.5%,65.8%,36.4%,56.2%,41.1%,70.8%,50.0%
US Open,3,Hard,7,4,3,57.1%,1,1,0,100.0%,2016,2018,Q3,2,0.90,4.4%,1.5%,66.9%,65.9%,31.1%,54.4%,41.0%,33.3%,75.0%
Fed Cup,1,,3,1,2,33.3%,0,0,0,-,2014,2014,,0,,,,,,,,,,
Tianjin,6,Hard,10,4,6,40.0%,1,0,1,0.0%,2014,2019,R16,7,0.92,7.3%,5.0%,59.3%,62.1%,49.2%,56.8%,39.6%,51.9%,53.7%
Nanchang,6,Hard,18,12,6,66.7%,1,1,0,100.0%,2014,2019,F,15,1.01,6.8%,3.2%,59.2%,66.8%,45.8%,58.2%,42.3%,57.7%,42.7%
Shenzhen,4,Hard,7,1,6,14.3%,1,1,0,100.0%,2013,2018,R32,6,0.79,1.0%,3.3%,57.8%,59.5%,45.2%,53.4%,36.7%,45.8%,17.0%
Beijing,3,Hard,3,0,3,0.0%,0,0,0,-,2015,2018,Q1,2,0.83,1.3%,4.7%,55.0%,65.9%,44.8%,56.4%,36.0%,59.1%,57.1%
Wuhan,3,Hard,4,1,3,25.0%,0,0,0,-,2015,2018,R64,3,0.85,8.2%,1.2%,59.6%,55.9%,40.6%,49.7%,42.6%,43.5%,42.1%
Zhengzhou,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2017,2018,QF,5,1.13,4.8%,4.1%,62.2%,68.0%,48.2%,60.5%,44.5%,57.1%,54.8%
