Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 ITF Shenzhen F,L vs Tauson,10.5%,15.8%,37.3%,14.6%,19.5%,42.9%,40.0%,47.6%,33.3%,0.0%,6.3%,25.0%,12.5%,50.0%,0.0%,-119
2014 Nan Chang F,L vs Peng,24.7%,31.8%,45.8%,34.8%,45.7%,66.7%,69.6%,13.0%,16.7%,14.7%,17.6%,24.1%,0.0%,4.8%,-,23
Career (2 matches),,19.0%,25.4%,41.8%,25.3%,33.3%,53.8%,55.8%,29.5%,25.0%,10.0%,14.0%,24.4%,4.8%,17.2%,0.0%,-14
