Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2010 Australian Open R16,L vs Roddick,2.5%,100.0%,10.7%,75.0%,17.6%,23.3%,10.7%,15.6%,50.0%,1.5%,28.6%,18,7
2009 Paris R16,L vs Del Potro,1.2%,100.0%,7.0%,73.3%,25.0%,28.9%,50.0%,18.9%,32.0%,0.3%,100.0%,46,61
2009 Shanghai R16,L vs Davydenko,3.3%,0.0%,7.8%,66.7%,14.8%,23.5%,0.0%,16.0%,25.0%,0.0%,-,-68,-32
2009 Beijing R32,L vs Safin,3.5%,100.0%,3.5%,75.0%,22.6%,38.5%,25.0%,22.9%,40.0%,1.2%,50.0%,0,-22
2009 US Open R16,W vs Tsonga,0.0%,-,8.4%,81.8%,31.6%,18.8%,30.4%,32.6%,52.9%,0.3%,0.0%,45,49
2009 US Open R128,W vs Massu,0.0%,-,7.7%,85.7%,13.9%,8.3%,22.2%,20.5%,36.4%,1.9%,0.0%,56,76
2009 Canada R32,W vs Raonic,0.0%,-,7.3%,62.5%,22.1%,9.5%,25.0%,16.0%,33.3%,0.4%,0.0%,-30,-16
2009 Washington SF,L vs Del Potro,1.3%,100.0%,4.7%,62.5%,15.4%,31.0%,0.0%,10.7%,16.7%,3.0%,42.9%,40,33
2009 Roland Garros SF,L vs Soderling,0.0%,-,9.6%,74.2%,15.2%,16.5%,0.0%,8.7%,18.5%,2.0%,40.0%,15,10
2009 Roland Garros QF,W vs Murray,0.0%,-,7.0%,69.2%,24.8%,31.8%,19.0%,10.2%,40.0%,2.5%,57.1%,1,-14
2009 Roland Garros R16,W vs Hanescu,0.0%,-,7.0%,90.0%,30.7%,30.3%,25.0%,40.0%,42.9%,6.6%,42.9%,110,91
2009 Rome SF,L vs Nadal,2.0%,100.0%,8.2%,62.5%,6.8%,7.1%,0.0%,4.7%,0.0%,2.7%,66.7%,-18,-23
2009 Australian Open R32,W vs Gasquet,1.1%,50.0%,9.9%,68.4%,22.4%,28.3%,17.6%,14.8%,28.6%,0.9%,40.0%,-4,7
2008 Olympics F,L vs Nadal,1.0%,0.0%,10.8%,61.9%,13.8%,32.6%,4.5%,6.9%,16.7%,0.0%,-,-13,-3
2008 Olympics SF,W vs Blake,3.1%,75.0%,10.0%,74.1%,20.4%,9.8%,21.7%,24.5%,35.0%,0.3%,0.0%,62,64
2008 Roland Garros QF,L vs Federer,0.0%,-,4.9%,44.4%,13.5%,13.2%,17.6%,10.0%,37.5%,1.9%,16.7%,-68,-73
2007 Masters Cup RR,W vs Federer,1.0%,100.0%,9.0%,83.3%,18.2%,9.4%,18.2%,19.0%,38.9%,0.0%,-,13,3
2007 Wimbledon R32,L vs Tipsarevic,0.0%,-,14.2%,59.1%,23.6%,28.3%,11.1%,19.2%,0.0%,2.7%,10.0%,-49,-20
2007 Rome F,L vs Nadal,0.0%,-,13.5%,50.0%,15.0%,35.3%,0.0%,3.1%,0.0%,3.4%,33.3%,39,20
2007 Rome SF,W vs Volandri,10.2%,80.0%,22.3%,76.2%,15.0%,26.1%,10.0%,21.1%,57.1%,5.4%,25.0%,-19,21
Career (49 matches),,1.7%,64.1%,9.1%,69.7%,19.9%,22.4%,18.8%,15.5%,32.7%,1.8%,28.8%,15,22
