Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
13,Roger Federer [SUI],1,12,7.7%,6,2,4,33.3%,2004,2009,13,0.65,3.7%,3.4%,60.7%,66.7%,48.3%,59.5%,26.3%,59.3%,28.6%
12,Andy Roddick [USA],3,9,25.0%,6,3,3,50.0%,2002,2010,10,0.71,7.8%,5.1%,62.7%,72.6%,44.8%,62.2%,26.7%,69.0%,26.9%
12,Jose Acasuso [ARG],10,2,83.3%,1,1,0,100.0%,2001,2009,11,1.20,7.0%,5.4%,63.7%,74.2%,51.5%,66.0%,40.9%,74.7%,42.6%
10,David Ferrer [ESP],5,5,50.0%,3,1,2,33.3%,2003,2012,10,0.95,5.8%,4.5%,63.0%,70.2%,41.3%,59.5%,38.5%,60.7%,53.7%
10,Rafael Nadal [ESP],3,7,30.0%,4,1,3,25.0%,2003,2009,10,0.75,7.4%,3.2%,63.5%,67.5%,44.4%,59.1%,30.6%,61.9%,41.7%
10,James Blake [USA],7,3,70.0%,5,4,1,80.0%,2002,2009,9,1.06,9.6%,5.5%,60.9%,74.6%,51.5%,65.6%,36.5%,70.1%,40.7%
9,Robin Soderling [SWE],4,5,44.4%,6,4,2,66.7%,2004,2010,9,0.86,9.3%,5.0%,58.8%,71.8%,50.3%,62.9%,31.9%,64.0%,41.9%
9,Marat Safin [RUS],6,3,66.7%,5,2,3,40.0%,2002,2009,7,1.08,7.7%,3.2%,64.9%,73.7%,52.3%,66.2%,36.6%,69.0%,36.4%
9,David Nalbandian [ARG],3,6,33.3%,2,1,1,50.0%,2001,2006,8,0.91,6.3%,5.4%,60.3%,66.9%,42.8%,57.3%,38.7%,54.9%,40.0%
8,Ivan Ljubicic [CRO],4,4,50.0%,4,2,2,50.0%,1999,2007,8,0.91,5.5%,5.5%,63.9%,70.7%,50.0%,63.2%,33.6%,71.4%,32.1%
8,Juan Ignacio Chela [ARG],4,4,50.0%,2,1,1,50.0%,2001,2007,6,1.00,7.9%,5.8%,60.6%,71.1%,44.9%,60.8%,39.2%,40.0%,47.6%
7,Nicolas Massu [CHI],5,2,71.4%,4,1,3,25.0%,2000,2009,6,1.25,7.1%,4.8%,60.9%,72.9%,52.9%,65.1%,43.7%,61.5%,38.1%
7,Tomas Berdych [CZE],4,3,57.1%,0,0,0,-,2005,2009,7,1.24,12.2%,3.9%,60.3%,76.3%,58.2%,69.1%,38.4%,66.7%,41.0%
7,Juan Carlos Ferrero [ESP],3,4,42.9%,1,0,1,0.0%,2002,2009,7,0.98,10.8%,6.6%,56.2%,73.5%,50.3%,63.4%,36.1%,68.2%,48.0%
7,Lleyton Hewitt [AUS],5,2,71.4%,1,1,0,100.0%,2002,2009,7,1.12,10.5%,4.2%,63.0%,72.6%,49.8%,64.1%,40.1%,67.2%,37.8%
