Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2010 Australian Open R16,L vs Roddick,4.0,4.3,3.6,45.5%,46.7%,54.1%,46.2%,55.2%,32.5%,24.5,10.6,11.5,9.1
2009 Paris R16,L vs Del Potro,3.7,2.9,4.3,45.0%,62.0%,42.9%,69.2%,49.2%,48.2%,25.5,18.0,-2.0,-2.4
2009 Shanghai R16,L vs Davydenko,4.6,4.4,4.9,45.5%,45.5%,43.8%,25.0%,50.7%,65.7%,3.0,3.2,-3.5,-10.0
2009 Beijing R32,L vs Safin,3.8,3.4,4.3,40.0%,45.8%,50.0%,62.5%,40.1%,55.3%,6.5,10.7,2.0,4.7
2009 US Open R16,W vs Tsonga,3.1,3.0,3.1,51.1%,53.1%,66.7%,50.0%,53.3%,48.1%,26.5,20.1,9.5,15.3
2009 US Open R128,W vs Massu,3.4,3.1,3.7,59.5%,58.5%,50.0%,62.5%,59.0%,29.9%,6.5,4.6,4.5,6.3
2009 Canada R32,W vs Raonic,3.4,3.6,3.1,45.7%,51.9%,52.4%,75.0%,62.0%,55.8%,27.5,19.0,5.5,14.9
2009 Washington SF,L vs Del Potro,3.5,3.2,3.7,46.3%,41.0%,61.5%,40.0%,48.9%,68.6%,-4.0,-4.0,0.0,0.0
2009 Roland Garros SF,L vs Soderling,3.9,3.9,3.9,45.9%,52.6%,44.4%,60.0%,60.2%,29.7%,21.5,7.5,6.5,4.6
2009 Roland Garros QF,W vs Murray,3.7,3.3,4.1,52.1%,64.7%,60.0%,64.3%,53.6%,30.5%,26.0,19.3,-1.0,-1.2
2009 Roland Garros R16,W vs Hanescu,3.7,3.3,4.1,50.6%,75.0%,57.1%,85.7%,69.7%,57.8%,31.0,23.8,3.0,12.0
2009 Rome SF,L vs Nadal,5.3,4.5,6.1,51.1%,34.8%,25.0%,46.2%,64.2%,9.9%,-10.5,-7.8,0.0,0.0
2009 Australian Open R32,W vs Gasquet,3.9,3.7,4.2,54.5%,41.3%,60.0%,31.0%,54.0%,35.7%,44.5,15.6,-5.5,-3.4
2008 Olympics F,L vs Nadal,4.1,3.8,4.5,48.2%,36.4%,34.8%,23.1%,69.2%,50.0%,-3.5,-1.8,-3.5,-7.6
2008 Olympics SF,W vs Blake,3.5,3.7,3.4,48.3%,57.1%,44.4%,50.0%,52.6%,62.6%,14.5,8.0,5.5,8.9
2008 Roland Garros QF,L vs Federer,4.1,4.2,4.1,45.9%,45.1%,40.9%,25.0%,58.6%,36.7%,11.5,7.3,1.5,2.0
2007 Masters Cup RR,W vs Federer,3.6,3.7,3.4,48.7%,44.6%,63.2%,42.9%,54.3%,33.1%,14.0,10.9,-1.0,-1.3
2007 Wimbledon R32,L vs Tipsarevic,3.7,3.7,3.6,50.6%,47.1%,45.5%,18.2%,41.4%,81.9%,15.0,11.1,-2.0,-5.9
2007 Rome F,L vs Nadal,4.3,4.2,4.3,43.8%,29.4%,47.1%,40.0%,53.6%,33.7%,-2.5,-2.9,-1.5,-2.8
2007 Rome SF,W vs Volandri,4.2,4.3,4.0,58.8%,63.6%,57.1%,57.1%,58.4%,62.9%,4.0,4.9,2.5,11.4
Career (49 matches),,3.7,3.6,3.7,48.9%,49.8%,50.1%,45.9%,54.1%,45.8%,13.9,10.0,1.4,2.1
