Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,7,3,4,42.9%,6-8,42.9%,70-80,46.7%,2-2,50.0%,7,75.7%,17.8%,6.7%,2.8%,60.6%,67.9%,48.0%,60.0%,33.4%,47.5%,0.84,QF (Buenos Aires)
2011,8,3,5,37.5%,9-12,42.9%,104-110,48.6%,1-3,25.0%,7,83.5%,14.7%,8.8%,2.5%,56.4%,76.9%,57.0%,68.2%,32.4%,50.3%,1.02,R16 (Belgrade)
2010,24,15,9,62.5%,43-29,59.7%,358-342,51.1%,8-2,80.0%,22,81.5%,18.3%,9.2%,4.7%,59.8%,76.6%,48.9%,65.4%,34.8%,50.3%,1.01,SF (2x)
2009,55,39,16,70.9%,98-49,66.7%,816-678,54.6%,8-11,42.1%,55,88.0%,21.6%,10.0%,3.4%,63.3%,76.6%,52.7%,67.8%,36.3%,52.0%,1.13,W (Vina del Mar)
2008,56,40,16,71.4%,98-52,65.3%,819-700,53.9%,22-11,66.7%,51,84.8%,21.5%,7.4%,3.5%,62.7%,73.3%,54.5%,66.3%,36.8%,51.4%,1.09,W (2x)
2007,61,37,24,60.7%,96-73,56.8%,877-813,51.9%,16-12,57.1%,53,82.5%,21.7%,8.1%,3.0%,63.3%,72.9%,51.9%,65.2%,36.6%,50.8%,1.05,W (Beijing)
2006,72,50,22,69.4%,119-74,61.7%,1017-917,52.6%,20-13,60.6%,68,82.4%,23.6%,7.5%,4.1%,63.1%,72.6%,51.6%,64.9%,37.5%,51.1%,1.07,F (3x)
2005,73,50,23,68.5%,124-67,64.9%,1044-871,54.5%,21-13,61.8%,69,85.8%,22.1%,9.0%,5.4%,58.9%,76.7%,53.8%,67.3%,36.7%,51.9%,1.12,W (3x)
2004,63,42,21,66.7%,98-59,62.4%,826-741,52.7%,15-11,57.7%,52,80.5%,21.8%,8.1%,5.0%,59.8%,74.2%,50.4%,64.6%,37.0%,50.5%,1.05,W (2x)
2003,62,37,25,59.7%,93-64,59.2%,816-728,52.8%,17-11,60.7%,58,80.9%,24.5%,8.9%,6.4%,59.8%,73.3%,51.3%,64.4%,37.2%,50.8%,1.05,W (Dusseldorf)
2002,62,40,22,64.5%,103-63,62.0%,888-766,53.7%,21-13,61.8%,61,83.7%,23.7%,10.1%,7.3%,58.8%,75.7%,49.4%,64.8%,37.9%,51.6%,1.08,W (2x)
2001,15,5,10,33.3%,16-25,39.0%,174-218,44.4%,2-1,66.7%,15,68.7%,19.1%,6.6%,9.2%,60.0%,67.6%,44.8%,58.5%,35.3%,47.3%,0.85,R16 (3x)
2000,14,9,5,64.3%,22-16,57.9%,179-159,53.0%,1-1,50.0%,13,78.8%,27.8%,8.6%,11.9%,57.2%,74.0%,46.1%,62.0%,39.8%,50.8%,1.05,W (Orlando)
1999,4,3,1,75.0%,7-5,58.3%,59-56,51.3%,0-1,0.0%,2,75.0%,20.8%,6.0%,12.0%,56.3%,69.9%,46.3%,59.6%,31.4%,47.4%,0.78,
1998,1,0,1,0.0%,1-3,25.0%,11-22,33.3%,0-0,-,0,,,,,,,,,,,,
Career,577,373,204,64.6%,933-599,60.9%,8058-7201,52.8%,154-105,59.5%,533,82.9%,22.2%,8.6%,5.0%,60.9%,74.3%,51.5%,65.4%,36.8%,51.1%,1.06,
