Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2012 Miami R128,L vs Mahut,68% (13/19),29% (4/14),1/1,0/0,71% (10/14),5/7,3/4,60% (3/5),0% (0/5)
2012 Buenos Aires QF,L vs Ferrer,50% (6/12),0% (0/1),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2012 Buenos Aires R16,W vs Ramos,75% (12/16),0% (0/3),2/3,1/2,100% (3/3),1/1,0/0,62% (8/13),54% (7/13)
2012 Sao Paulo R32,L vs Andreev,50% (5/10),- (0/0),0/0,0/0,63% (5/8),0/2,0/1,- (0/0),- (0/0)
2012 Santiago R16,L vs Souza,75% (6/8),30% (3/10),0/0,0/0,44% (4/9),2/4,1/2,43% (3/7),43% (3/7)
2012 Santiago R32,W vs Riba,53% (8/15),67% (4/6),2/4,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2011 Wimbledon R32,L vs Tsonga,67% (10/15),0% (0/3),0/0,0/0,50% (4/8),2/5,0/1,- (0/0),- (0/0)
2009 Shanghai R16,L vs Davydenko,64% (7/11),100% (1/1),0/0,0/0,50% (4/8),1/3,1/2,- (0/0),- (0/0)
2009 US Open R16,W vs Tsonga,63% (19/30),29% (2/7),3/4,1/2,93% (13/14),5/6,0/0,80% (4/5),60% (3/5)
2009 US Open R128,W vs Massu,75% (12/16),35% (6/17),3/5,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2009 Canada R64,W vs Raonic,58% (15/26),14% (1/7),2/2,1/1,80% (4/5),1/2,1/1,71% (5/7),43% (3/7)
2009 Roland Garros SF,L vs Soderling,71% (22/31),29% (4/14),3/11,1/1,33% (2/6),0/2,0/0,44% (4/9),67% (6/9)
2009 Roland Garros R16,W vs Hanescu,68% (13/19),63% (5/8),3/5,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2009 Rome SF,L vs Nadal,71% (5/7),100% (1/1),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2009 Australian Open R32,W vs Gasquet,65% (24/37),43% (6/14),3/11,1/2,57% (8/14),2/4,1/1,73% (8/11),36% (4/11)
2008 Beijing Olympics F,L vs Nadal,57% (12/21),0% (0/4),0/2,0/0,80% (8/10),4/7,3/4,20% (1/5),25% (1/4)
2008 Beijing Olympics SF,W vs Blake,49% (19/39),43% (3/7),2/8,1/5,78% (7/9),3/4,3/3,- (0/0),- (0/0)
2007 Masters Cup RR,W vs Federer,54% (15/28),25% (1/4),2/4,1/2,83% (5/6),0/1,0/0,100% (4/4),75% (3/4)
2007 Rome F,L vs Nadal,50% (3/6),50% (1/2),0/0,0/0,58% (7/12),0/2,0/1,- (0/0),- (0/0)
2007 Rome SF,W vs Volandri,62% (8/13),100% (4/4),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2012 (6 matches),,62.5%,32.4%,62.5%,66.7%,61.4%,50.0%,50.0%,56.0%,40.0%
2011 (1 matches),,66.7%,0.0%,-,-,50.0%,40.0%,0.0%,-,-
2009 (8 matches),,66.1%,37.7%,44.7%,60.0%,62.1%,50.0%,60.0%,65.6%,50.0%
2008 (2 matches),,51.7%,27.3%,20.0%,20.0%,78.9%,63.6%,85.7%,20.0%,25.0%
2007 (7 matches),,59.7%,54.5%,59.1%,50.0%,71.4%,53.8%,0.0%,71.4%,42.9%
Career (41 matches),,60.8%,39.9%,45.6%,43.2%,63.6%,46.9%,45.0%,59.6%,40.4%
