Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,8,5,61.5%,18-10,64.3%,148-115,56.3%,2-1,66.7%,13,74.0%,38.0%,4.2%,4.8%,60.8%,67.2%,50.6%,60.7%,45.8%,53.3%,1.17,F (Canberra 125)
2025,3,1,2,33.3%,3-4,42.9%,25-29,46.3%,0-0,-,3,59.3%,33.3%,4.5%,9.5%,53.6%,62.5%,43.4%,53.6%,42.8%,48.1%,0.92,R16 (Angers 125)
2024,66,41,25,62.1%,90-60,60.0%,753-635,54.3%,9-5,64.3%,22,62.8%,40.3%,4.1%,5.9%,57.7%,63.4%,44.9%,55.6%,45.7%,50.6%,1.03,W (W50 Indore)
2023,39,22,17,56.4%,47-39,54.7%,417-376,52.6%,2-5,28.6%,3,51.5%,48.5%,1.7%,6.1%,57.2%,56.5%,45.9%,52.0%,48.2%,50.1%,1.00,W (W40 Astana)
2022,64,47,17,73.4%,97-46,67.8%,753-522,59.1%,6-7,46.2%,0,,,,,,,,,,,,W (4x)
2021,31,19,12,61.3%,41-31,56.9%,335-314,51.6%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2020,14,11,3,78.6%,22-7,75.9%,159-111,58.9%,1-1,50.0%,0,,,,,,,,,,,,
2019,6,5,1,83.3%,10-3,76.9%,68-54,55.7%,1-0,100.0%,0,,,,,,,,,,,,W (W15 Antalya)
2018,4,2,2,50.0%,4-4,50.0%,30-35,46.2%,0-0,-,0,,,,,,,,,,,,QF (Kazan $15K)
Career,240,156,84,65.0%,332-204,61.9%,2688-2191,55.1%,23-20,53.5%,41,65.3%,39.8%,4.0%,5.8%,58.3%,64.0%,46.6%,56.7%,45.7%,51.2%,1.06,
