Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Cleveland R16,L vs Lys,75.9%,56.1%,11.1%,3/3,2.35,0.0%,84.2%,59.4%,7.9%,2.47,0.0%,75.0%,44.4%,25.0%,2.17,0.0%
2025 Wimbledon R128,L vs Swiatek,56.4%,38.7%,5.5%,1/2,2.32,6.5%,50.0%,44.4%,2.8%,2.40,5.0%,76.5%,30.8%,11.8%,2.19,9.1%
2025 Indian Wells R32,L vs Kartal,77.0%,47.4%,4.1%,2/1,2.72,2.0%,75.5%,59.5%,4.1%,2.80,3.6%,80.0%,25.0%,4.0%,2.61,0.0%
2025 Doha Q2,L vs Parks,44.1%,46.2%,18.6%,4/7,2.58,2.9%,52.6%,45.0%,15.8%,2.46,4.8%,46.2%,50.0%,38.5%,2.78,0.0%
2025 Australian Open Q3,W vs Micic,55.6%,67.5%,6.9%,2/3,2.61,13.0%,58.1%,64.0%,0.0%,2.41,22.2%,68.2%,73.3%,22.7%,2.89,0.0%
2025 Brisbane F,L vs Sabalenka,68.8%,49.1%,15.6%,5/7,2.55,10.7%,64.6%,38.7%,10.4%,2.52,16.1%,75.9%,63.6%,24.1%,2.59,4.0%
2025 Brisbane QF,W vs Krueger,65.7%,52.3%,7.5%,1/4,2.56,14.0%,69.4%,50.0%,4.1%,2.67,20.0%,62.5%,60.0%,18.8%,2.28,0.0%
2024 Merida SF,L vs Li,69.8%,51.7%,5.8%,4/1,2.66,9.6%,72.7%,40.0%,1.8%,2.66,13.8%,76.9%,75.0%,15.4%,2.65,4.3%
2024 Seoul R16,W vs Alexandrova,73.3%,56.4%,10.7%,3/5,2.54,0.0%,75.0%,41.7%,9.4%,2.25,0.0%,91.2%,67.7%,14.7%,2.85,0.0%
2023 Australian Open R128,L vs Gadecki,47.3%,34.6%,3.6%,1/1,2.35,10.0%,46.5%,40.0%,2.3%,2.51,19.0%,75.0%,16.7%,12.5%,2.15,0.0%
Last 52 Weeks (2 matches),,66.1%,48.6%,8.3%,44.4%,2.34,2.7%,67.6%,54.0%,5.4%,2.44,2.2%,75.9%,36.4%,17.2%,2.18,3.4%
Career (10 matches),,64.2%,51.0%,8.9%,43.3%,2.54,7.5%,65.2%,48.8%,5.6%,2.54,11.6%,75.2%,55.3%,17.8%,2.53,1.6%
