Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,13,9,4,69.2%,0,0,0,-,2023,2026,R64,13,1.13,4.9%,4.9%,55.6%,68.6%,46.8%,58.9%,46.4%,60.7%,58.4%
Roland Garros,3,Clay,3,0,3,0.0%,0,0,0,-,2023,2025,R128,3,0.77,3.9%,6.3%,60.5%,52.4%,39.5%,47.3%,40.7%,45.5%,47.4%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2024,2025,R128,2,0.70,3.9%,8.7%,55.9%,67.6%,30.4%,51.2%,34.0%,40.0%,50.0%
US Open,2,Hard,3,1,2,33.3%,3,0,3,0.0%,2024,2025,R64,3,0.83,6.2%,9.0%,56.5%,67.0%,40.3%,55.4%,37.2%,50.0%,37.5%
Canberra 125,2,Hard,7,5,2,71.4%,1,1,0,100.0%,2024,2026,F,7,1.18,7.6%,6.9%,54.2%,70.8%,53.2%,62.7%,44.1%,67.4%,54.8%
Beijing,2,Hard,4,2,2,50.0%,3,1,2,33.3%,2024,2025,R64,4,0.97,5.6%,5.1%,58.7%,65.7%,48.8%,58.7%,40.1%,68.2%,51.6%
Guadalajara,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2025,R32,2,0.87,3.5%,11.2%,49.7%,69.0%,31.9%,50.3%,43.2%,36.8%,50.0%
s Hertogenbosch,2,Grass,3,1,2,33.3%,0,0,0,-,2023,2025,R16,3,0.89,6.1%,9.5%,60.9%,63.3%,35.7%,52.5%,42.1%,52.0%,57.1%
Bari 125,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2023,2025,R16,3,0.94,0.4%,4.9%,58.0%,55.0%,45.3%,50.9%,46.4%,54.3%,51.9%
Rome,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2023,2025,R128,3,0.94,1.9%,4.9%,54.9%,67.3%,37.6%,53.9%,43.5%,36.4%,34.6%
