Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Cleveland R16,L vs Lys,3.2,3.1,3.4,47.0%,41.9%,16.7%,57.1%,48.8%,11.4%,1.0,1.3,4.5,5.8
2025 Wimbledon R128,L vs Swiatek,3.0,3.1,2.9,36.8%,52.2%,44.4%,100.0%,39.8%,16.9%,0.5,1.2,-2.0,-3.4
2025 Indian Wells R32,L vs Kartal,4.0,4.0,4.0,47.8%,42.2%,53.3%,25.0%,54.2%,11.8%,11.5,9.7,5.0,5.2
2025 Doha Q2,L vs Parks,2.4,2.2,2.5,37.2%,64.0%,50.0%,0.0%,53.3%,16.3%,1.5,3.3,3.5,10.6
2025 Australian Open Q3,W vs Micic,2.7,2.7,2.7,54.3%,52.0%,63.6%,100.0%,53.1%,20.3%,9.5,13.6,12.0,22.2
2025 Brisbane F,L vs Sabalenka,2.6,2.3,3.0,41.8%,41.7%,87.5%,-,47.0%,14.9%,2.0,2.9,2.5,3.5
2025 Brisbane QF,W vs Krueger,3.4,3.4,3.5,47.2%,62.9%,77.8%,50.0%,50.8%,7.9%,28.0,32.9,3.5,4.3
2024 Merida SF,L vs Li,3.2,3.1,3.2,47.7%,45.0%,30.8%,75.0%,50.9%,12.3%,-10.0,-9.1,5.5,5.9
2024 Seoul R16,W vs Alexandrova,2.7,2.5,2.9,56.8%,59.4%,16.7%,66.7%,37.8%,4.5%,6.5,13.0,6.0,7.1
2023 Australian Open R128,L vs Gadecki,2.8,3.2,2.4,42.0%,46.4%,28.6%,0.0%,56.9%,5.7%,-0.5,-0.7,-2.0,-4.3
Last 52 Weeks (2 matches),,3.1,3.1,3.1,42.4%,46.3%,33.3%,62.5%,45.2%,13.8%,0.8,1.3,1.3,1.8
Career (10 matches),,3.0,3.0,3.1,46.2%,50.0%,48.8%,50.0%,49.6%,11.9%,5.0,6.8,3.9,5.5
