Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,4,10,28.6%,11-18,37.9%,128-148,46.4%,1-2,33.3%,14,59.7%,33.1%,6.0%,8.7%,53.2%,66.8%,39.1%,53.8%,42.3%,48.2%,0.92
Clay,7,2,5,28.6%,6-11,35.3%,62-94,39.7%,2-0,100.0%,7,48.7%,29.5%,1.9%,5.4%,57.6%,56.0%,42.5%,50.3%,42.2%,46.2%,0.85
Grass,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-0,-,2,55.6%,10.5%,4.3%,10.3%,64.1%,62.7%,35.7%,53.0%,30.3%,42.0%,0.64
Grand Slams,6,2,4,33.3%,4-8,33.3%,49-64,43.4%,0-1,0.0%,6,63.8%,25.9%,5.6%,8.2%,54.1%,70.1%,37.0%,54.9%,37.8%,46.5%,0.84
Premiers,3,1,2,33.3%,3-4,42.9%,32-35,47.8%,0-0,-,3,53.1%,42.9%,2.9%,7.6%,57.6%,62.0%,38.2%,51.9%,46.5%,49.0%,0.97
Internationals,5,1,4,20.0%,3-6,33.3%,34-45,43.0%,0-0,-,5,46.3%,35.7%,3.8%,10.7%,56.4%,60.1%,37.3%,50.2%,42.0%,46.4%,0.84
vs Righties,19,5,14,26.3%,14-27,34.1%,173-225,43.5%,3-2,60.0%,19,55.6%,30.5%,4.8%,7.8%,55.6%,62.6%,39.9%,52.6%,42.0%,47.3%,0.89
vs Lefties,3,0,3,0.0%,1-6,14.3%,17-37,31.5%,0-0,-,3,46.2%,17.9%,1.2%,9.1%,54.5%,58.9%,38.7%,49.7%,33.3%,41.4%,0.66
vs Top 10,2,0,2,0.0%,0-4,0.0%,14-26,35.0%,0-1,0.0%,2,68.4%,5.0%,5.9%,11.8%,54.6%,78.5%,35.2%,58.8%,30.8%,44.2%,0.75
