Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Cleveland R16,L vs Lys,50% (5/10),100% (5/5),3/6,89% (8/9),13% (1/8),2/5,0/0,1/2,0/0,1/1
2025 Wimbledon R128,L vs Swiatek,10% (1/10),0% (0/1),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,0/0
2025 Indian Wells R32,L vs Kartal,27% (3/11),67% (2/3),1/3,40% (4/10),0% (0/4),1/2,0/1,1/2,0/0,1/1
2025 Doha Q2,L vs Parks,22% (2/9),50% (1/2),0/4,50% (4/8),0% (0/4),1/1,0/0,0/0,0/0,0/0
2025 Australian Open Q3,W vs Micic,36% (4/11),100% (4/4),1/2,45% (5/11),60% (3/5),2/2,0/2,0/0,0/1,0/0
2025 Brisbane F,L vs Sabalenka,31% (4/13),75% (3/4),1/4,57% (8/14),25% (2/8),1/2,0/0,0/2,0/0,0/1
2025 Brisbane QF,W vs Krueger,27% (3/11),67% (2/3),0/0,10% (1/10),100% (1/1),1/1,0/0,0/0,0/0,0/0
2024 Merida SF,L vs Li,43% (6/14),67% (4/6),1/6,54% (7/13),14% (1/7),1/3,0/0,1/1,0/0,1/1
2024 Seoul R16,W vs Alexandrova,60% (6/10),100% (6/6),2/3,50% (5/10),40% (2/5),3/4,0/0,1/1,0/0,0/0
2023 Australian Open R128,L vs Gadecki,10% (1/10),0% (0/1),0/2,44% (4/9),25% (1/4),0/0,0/0,2/3,0/0,1/1
2025 (7 matches),,29.3%,77.3%,28.6%,46.5%,21.2%,61.5%,0.0%,37.5%,0.0%,66.7%
2024 (2 matches),,50.0%,83.3%,33.3%,52.2%,25.0%,57.1%,-,100.0%,-,100.0%
2023 (1 matches),,10.0%,0.0%,0.0%,44.4%,25.0%,-,-,66.7%,-,100.0%
Career (10 matches),,32.1%,77.1%,28.1%,47.6%,22.4%,60.0%,0.0%,53.8%,0.0%,80.0%
