Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Cleveland R16,L vs Lys,0.87,0.74,39.9,3.5,2.6%,44.7%,2.9%,37.1%,44.8%,56.0%
2025 Wimbledon R128,L vs Swiatek,0.88,0.57,50.2,2.2,12.5%,75.0%,0.0%,45.5%,23.3%,28.0%
2025 Indian Wells R32,L vs Kartal,0.85,0.70,45.4,3.9,3.0%,66.7%,0.0%,43.3%,30.8%,42.9%
2025 Doha Q2,L vs Parks,0.95,0.67,51.0,2.8,3.4%,51.7%,0.0%,51.9%,33.3%,34.5%
2025 Australian Open Q3,W vs Micic,1.05,1.36,53.5,2.0,8.1%,54.1%,11.8%,73.5%,45.9%,48.6%
2025 Brisbane F,L vs Sabalenka,1.05,0.75,54.2,6.7,15.6%,60.0%,6.8%,45.5%,31.7%,36.1%
2025 Brisbane QF,W vs Krueger,1.11,1.29,62.3,2.7,2.7%,81.1%,0.0%,54.3%,27.8%,48.4%
2024 Merida SF,L vs Li,0.93,0.80,58.3,2.4,2.4%,53.7%,2.7%,48.6%,47.7%,35.7%
2024 Seoul R16,W vs Alexandrova,0.98,1.30,56.1,2.2,9.4%,59.4%,6.9%,62.1%,44.7%,59.5%
2023 Australian Open R128,L vs Gadecki,0.91,0.51,49.9,2.2,9.4%,68.8%,0.0%,46.7%,24.1%,23.1%
2025 (7 matches),,0.98,0.84,51.2,2.9,7.0%,61.3%,3.5%,50.2%,33.9%,42.1%
2024 (2 matches),,0.96,1.00,57.3,2.3,5.5%,56.2%,4.5%,54.5%,46.3%,46.8%
2023 (1 matches),,0.91,0.51,49.9,2.2,9.4%,68.8%,0.0%,46.7%,24.1%,23.1%
Career (10 matches),,0.97,0.85,52.5,2.7,6.9%,60.9%,3.4%,50.8%,36.0%,41.7%
