Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,19,9,10,47.4%,3,1,2,33.3%,2002,2012,R32,15,0.86,2.2%,6.3%,62.0%,56.9%,38.2%,49.8%,43.3%,55.3%,41.9%
Roland Garros,11,Clay,29,18,11,62.1%,3,2,1,66.7%,2002,2012,R16,20,1.07,2.5%,4.9%,59.1%,62.3%,46.2%,55.7%,47.5%,59.4%,50.0%
Wimbledon,10,Grass,20,10,10,50.0%,3,1,2,33.3%,2002,2012,R32,13,1.06,3.9%,6.0%,58.1%,69.3%,46.8%,59.8%,42.4%,58.0%,43.6%
US Open,10,Hard,20,10,10,50.0%,2,2,0,100.0%,2002,2011,R16,15,0.95,4.3%,5.1%,57.2%,60.7%,45.9%,54.4%,43.5%,44.3%,44.7%
Olympics,2,,2,0,2,0.0%,1,0,1,0.0%,2004,2008,R64,0,,,,,,,,,,
Fed Cup,8,,23,16,7,69.6%,1,0,1,0.0%,2000,2011,,0,,,,,,,,,,
Indian Wells,12,Hard,29,17,12,58.6%,10,9,1,90.0%,2001,2012,QF,15,0.92,2.2%,8.3%,59.0%,58.6%,42.0%,51.8%,44.6%,52.9%,56.8%
Miami,12,Hard,22,9,13,40.9%,5,3,2,60.0%,2001,2012,R16,8,0.99,2.7%,4.7%,59.0%,60.8%,44.9%,54.3%,45.2%,51.4%,43.2%
Rome,9,Clay,15,6,9,40.0%,6,2,4,33.3%,2004,2012,R16,7,0.95,2.2%,4.4%,66.4%,55.7%,42.2%,51.2%,46.2%,54.3%,42.2%
Acapulco,6,Clay,16,11,5,68.8%,7,3,4,42.9%,2003,2011,W,12,1.16,3.0%,6.4%,59.8%,62.2%,45.5%,55.5%,51.4%,57.1%,60.0%
San Diego,6,Hard,10,4,6,40.0%,3,2,1,66.7%,2004,2011,R16,4,0.65,2.9%,7.9%,60.2%,50.3%,39.6%,46.1%,35.2%,47.5%,50.0%
Bogota,5,Clay,16,11,5,68.8%,1,0,1,0.0%,2003,2012,F,11,1.15,5.0%,9.1%,53.5%,69.4%,48.0%,59.4%,46.5%,58.2%,40.0%
