Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2012 Rome Q2,L vs Lucic,43% (9/21),29% (4/14),1/3,0/0,57% (8/14),3/5,3/4,50% (4/8),63% (5/8)
2012 Madrid Q1,L vs Rodionova,75% (9/12),50% (5/10),1/1,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2012 Miami R128,L vs Arvidsson,56% (5/9),36% (4/11),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2012 Indian Wells R64,L vs Sharapova,33% (1/3),33% (1/3),0/0,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2012 Bogota R16,L vs Panova,67% (4/6),50% (3/6),0/0,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2012 Bogota R32,W vs Woerle,60% (9/15),33% (4/12),2/2,1/1,0% (0/3),0/1,0/0,- (0/0),- (0/0)
2012 Australian Open R128,L vs Sharapova,- (0/0),20% (1/5),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2011 Beijing R64,L vs Razzano,63% (5/8),0% (0/3),0/0,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2011 Cincinnati R64,L vs Peng,50% (10/20),50% (3/6),1/1,0/0,71% (10/14),9/11,0/1,- (0/0),- (0/0)
2012 (7 matches),,56.1%,36.1%,66.7%,100.0%,39.7%,18.8%,33.3%,50.0%,62.5%
2011 (2 matches),,53.6%,33.3%,100.0%,-,63.2%,71.4%,0.0%,-,-
Career (9 matches),,55.3%,35.7%,71.4%,100.0%,45.1%,43.3%,27.3%,50.0%,62.5%
