Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2012 Rome Q2,L vs Lucic,44% (7/16),57% (4/7),2/5,47% (7/15),14% (1/7),3/4,0/0,1/2,0/0,0/1
2012 Madrid Q1,L vs Rodionova,47% (7/15),71% (5/7),1/4,43% (6/14),17% (1/6),3/5,1/1,1/2,0/0,0/0
2012 Miami R128,L vs Arvidsson,45% (5/11),80% (4/5),3/6,64% (7/11),14% (1/7),2/4,0/0,0/0,0/0,0/0
2012 Indian Wells R64,L vs Sharapova,29% (2/7),50% (1/2),1/4,100% (7/7),14% (1/7),0/1,0/0,0/2,0/0,0/1
2012 Bogota R16,L vs Panova,40% (4/10),75% (3/4),2/4,60% (6/10),0% (0/6),2/3,0/0,1/3,0/0,0/1
2012 Bogota R32,W vs Woerle,54% (7/13),57% (4/7),0/3,25% (3/12),0% (0/3),2/2,0/0,0/0,0/0,0/0
2012 Australian Open R128,L vs Sharapova,29% (2/7),50% (1/2),1/5,100% (6/6),0% (0/6),0/1,0/0,0/1,0/0,0/0
2011 Beijing R64,L vs Razzano,22% (2/9),0% (0/2),0/2,38% (3/8),0% (0/3),0/0,0/0,1/2,0/0,1/1
2011 Cincinnati R64,L vs Peng,33% (5/15),60% (3/5),1/4,50% (7/14),43% (3/7),1/2,0/0,2/2,0/0,1/1
2012 (7 matches),,43.0%,64.7%,32.3%,56.0%,9.5%,60.0%,100.0%,30.0%,-,0.0%
2011 (2 matches),,29.2%,42.9%,16.7%,45.5%,30.0%,50.0%,-,75.0%,-,100.0%
Career (9 matches),,39.8%,61.0%,29.7%,53.6%,13.5%,59.1%,100.0%,42.9%,-,40.0%
