Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,4,9,30.8%,14-21,40.0%,160-182,46.8%,3-4,42.9%,12,75.6%,21.1%,5.9%,3.7%,59.0%,69.4%,46.5%,60.0%,35.9%,48.3%,0.90
Clay,15,4,11,26.7%,11-23,32.4%,137-178,43.5%,2-1,66.7%,15,69.0%,17.0%,6.2%,2.7%,58.7%,67.7%,47.4%,59.3%,36.1%,47.3%,0.89
Grass,3,0,3,0.0%,2-7,22.2%,44-53,45.4%,0-2,0.0%,3,72.3%,18.8%,5.0%,2.0%,64.4%,66.1%,46.7%,59.2%,36.7%,48.5%,0.90
Grand Slams,1,0,1,0.0%,2-3,40.0%,29-28,50.9%,0-1,0.0%,1,75.0%,25.0%,3.8%,1.9%,66.3%,65.9%,47.1%,59.6%,39.5%,50.4%,0.98
Other Tours,26,7,19,26.9%,19-38,33.3%,240-296,44.8%,3-5,37.5%,26,70.0%,20.0%,5.5%,3.3%,58.5%,68.4%,44.8%,58.6%,36.3%,47.5%,0.88
Best of 5,4,1,3,25.0%,8-11,42.1%,95-105,47.5%,2-2,50.0%,4,78.6%,16.3%,7.0%,2.3%,62.6%,67.6%,53.1%,62.1%,35.3%,49.0%,0.93
Best of 3,27,7,20,25.9%,19-40,32.2%,246-308,44.4%,3-5,37.5%,26,70.0%,20.0%,5.5%,3.3%,58.5%,68.4%,44.8%,58.6%,36.3%,47.5%,0.88
Quarter-finals,1,0,1,0.0%,1-2,33.3%,10-16,38.5%,0-0,-,1,69.2%,7.7%,7.9%,2.6%,59.2%,62.2%,54.8%,59.2%,27.0%,43.3%,0.66
vs Righties,29,8,21,27.6%,26-47,35.6%,321-385,45.5%,5-6,45.5%,28,73.1%,18.6%,5.8%,3.0%,60.3%,67.9%,47.8%,59.9%,36.1%,48.1%,0.90
vs Lefties,2,0,2,0.0%,1-4,20.0%,20-28,41.7%,0-1,0.0%,2,60.9%,25.0%,7.3%,3.3%,49.3%,74.3%,35.5%,54.7%,36.0%,45.3%,0.79
vs Top 10,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,66.7%,0.0%,6.0%,7.5%,53.7%,75.0%,38.7%,58.2%,35.4%,45.6%,0.85
