Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2020-12-28),,,,,,,,,,,31,2970,,
2019,706,26,,,,,,,,,35,2630,58,1684
2018,357,57,,,,,,,,,28,2665,28,1793
2018,357,57,,,,,,,,,28,2665,28,1793
2017,294,168,,,,,,,,,42,1697,62,1679
2016,215,246,,,,,,,,,107,725,,
2015,182,276,,,,,,,,,144,520,,
2014,616,46,,,,,,,,,122,605,,
2013,543,59,,,,,,,,,111,665,,
2012,802,17,,,,,,,,,248,269,,
2011,310,141,,,,,,,,,524,95,,
2010,182,289,,,,,,,,,435,124,,
2009,546,50,,,,,,,,,438,116,,
2008,417,74,,,,,,,,,924,27,,
2007,449,66,,,,,,,,,522,79,,
2006,585,40,,,,,,,,,790,33,,
2005,913,11,,,,,,,,,1081,14,,
2004,1463,1,,,,,,,,,1452,5,,
