Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Wimbledon R128,L vs Sabalenka,64.3%,47.2%,32.1%,10/8,2.59,4.2%,61.3%,52.6%,51.6%,2.55,4.4%,77.3%,41.2%,9.1%,3.13,0.0%
2020 Roland Garros R128,L vs Collins,86.8%,47.5%,22.1%,10/5,2.39,2.9%,85.4%,48.8%,22.9%,2.33,3.4%,94.7%,44.4%,21.1%,2.76,0.0%
2020 Australian Open R128,L vs Cornet,77.9%,43.3%,1.3%,1/0,2.30,4.5%,78.4%,35.0%,2.0%,2.17,6.0%,87.0%,60.0%,0.0%,2.73,0.0%
2019 Tashkent R32,W vs Abduraimova,75.4%,65.3%,3.1%,1/1,2.22,38.5%,75.8%,72.0%,6.1%,2.14,43.8%,85.7%,58.3%,0.0%,2.59,14.3%
2019 US Open R128,L vs Yastremska,81.8%,47.2%,10.2%,5/4,2.51,1.6%,80.9%,55.3%,14.9%,2.48,1.9%,89.5%,38.2%,5.3%,2.62,0.0%
2019 Wimbledon R128,W vs Petkovic,77.9%,55.4%,3.2%,2/1,2.13,1.3%,79.3%,54.3%,1.7%,2.08,1.6%,84.8%,57.1%,6.1%,2.34,0.0%
2019 Miami R32,L vs Wozniacki,84.4%,50.0%,1.1%,1/0,2.51,4.5%,78.3%,51.1%,0.0%,2.49,7.0%,96.7%,48.3%,3.3%,2.53,0.0%
2019 Miami R64,W vs Muguruza,85.7%,63.3%,8.6%,5/4,2.89,0.0%,83.6%,62.7%,9.8%,2.94,0.0%,97.5%,64.1%,7.5%,2.70,0.0%
2019 Hua Hin R32,W vs Hsieh,85.1%,51.4%,9.2%,7/1,2.54,8.7%,90.0%,51.1%,4.0%,2.52,10.9%,93.5%,51.7%,19.4%,2.59,0.0%
2019 Australian Open R128,L vs Anisimova,74.7%,41.1%,10.7%,5/3,2.91,2.0%,75.6%,35.3%,13.3%,3.02,2.6%,88.0%,50.0%,8.0%,2.54,0.0%
2019 Shenzhen R32,W vs Ostapenko,74.3%,69.2%,5.7%,2/0,2.49,4.0%,93.3%,57.1%,6.7%,2.34,4.8%,100.0%,83.3%,8.3%,3.28,0.0%
2018 US Open R128,L vs Glushko,80.0%,52.6%,2.1%,1/1,2.39,1.2%,75.4%,53.5%,1.8%,2.37,1.4%,94.3%,51.5%,2.9%,2.55,0.0%
2018 Miami R128,W vs Putintseva,95.4%,54.8%,4.6%,3/0,2.49,0.0%,95.7%,45.5%,2.2%,2.44,0.0%,100.0%,77.8%,11.1%,2.68,0.0%
2018 Doha R16,L vs Wozniacki,87.8%,44.2%,6.1%,3/0,2.66,3.5%,87.9%,31.0%,0.0%,2.51,5.1%,93.3%,71.4%,20.0%,2.98,0.0%
2018 Doha R64,W vs Sharapova,72.4%,54.0%,8.0%,4/3,2.64,3.7%,85.2%,54.3%,9.3%,2.59,4.7%,77.3%,52.9%,9.1%,2.84,0.0%
2017 Shenzhen R32,L vs Sabalenka,79.2%,50.9%,19.4%,12/2,2.91,1.8%,83.3%,50.0%,22.2%,2.90,2.3%,87.1%,51.9%,19.4%,2.97,0.0%
2017 Luxembourg R32,L vs Parmentier,81.0%,48.9%,3.4%,2/0,2.51,0.0%,68.6%,50.0%,2.9%,2.49,0.0%,100.0%,47.8%,4.3%,2.62,0.0%
2017 Beijing R32,L vs Peng,85.9%,54.1%,8.5%,5/1,2.84,0.0%,82.9%,47.1%,12.2%,2.91,0.0%,93.1%,63.0%,3.4%,2.51,0.0%
2017 Beijing R64,W vs Konta,90.5%,60.5%,7.1%,3/0,2.69,0.0%,85.2%,60.9%,7.4%,2.67,0.0%,100.0%,60.0%,6.7%,2.82,0.0%
2017 Eastbourne R32,L vs Pironkova,86.0%,37.2%,10.0%,5/0,3.04,0.0%,81.8%,33.3%,12.1%,3.09,0.0%,94.1%,43.8%,5.9%,2.57,0.0%
Career (49 matches),,81.6%,50.9%,6.9%,72.3%,2.54,4.0%,81.6%,48.9%,5.9%,2.52,5.1%,93.0%,54.1%,9.5%,2.61,0.4%
