Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Wimbledon R128,L vs Sabalenka,1.7%,0.0%,7.8%,66.7%,33.3%,0.0%,0.0%,0.0%,0.0%,3.5%,25.0%,-179,-150
2020 Roland Garros R128,L vs Collins,0.0%,-,4.4%,71.4%,25.0%,40.0%,0.0%,16.7%,60.0%,6.0%,42.9%,-124,-98
2020 Australian Open R128,L vs Cornet,1.3%,100.0%,25.5%,64.1%,33.3%,0.0%,0.0%,8.1%,20.0%,5.3%,9.5%,-79,-78
2019 Tashkent R32,W vs Abduraimova,0.0%,-,12.9%,73.3%,0.0%,0.0%,0.0%,19.1%,66.7%,0.5%,0.0%,-82,-69
2019 US Open R128,L vs Yastremska,0.0%,-,4.6%,62.5%,50.0%,0.0%,0.0%,9.6%,23.5%,2.6%,62.5%,-57,-36
2019 Wimbledon R128,W vs Petkovic,0.0%,-,22.5%,67.4%,35.7%,37.5%,0.0%,11.0%,26.3%,3.8%,16.7%,-39,-33
2019 Miami R32,L vs Wozniacki,4.1%,66.7%,29.4%,68.8%,66.7%,100.0%,0.0%,9.2%,27.3%,7.4%,22.6%,-2,-27
2019 Miami R64,W vs Muguruza,1.8%,100.0%,11.2%,70.8%,50.0%,50.0%,0.0%,4.4%,13.0%,3.8%,40.0%,-93,-98
2019 Hua Hin R32,W vs Hsieh,1.2%,100.0%,17.4%,56.7%,50.0%,0.0%,0.0%,11.7%,19.0%,2.9%,20.0%,-103,-91
2019 Australian Open R128,L vs Anisimova,0.0%,-,5.4%,37.5%,0.0%,0.0%,0.0%,12.2%,38.9%,3.1%,42.9%,-63,-37
2019 Shenzhen R32,W vs Ostapenko,0.0%,-,1.4%,100.0%,0.0%,0.0%,0.0%,2.3%,20.0%,3.4%,75.0%,-147,-84
2018 US Open R128,L vs Glushko,0.0%,-,14.1%,74.1%,50.0%,100.0%,0.0%,6.3%,20.0%,5.0%,13.6%,-8,-26
2018 Miami R128,W vs Putintseva,0.0%,-,16.0%,60.0%,71.4%,80.0%,0.0%,5.8%,12.0%,4.0%,26.7%,-113,-98
2018 Doha R16,L vs Wozniacki,3.2%,50.0%,26.1%,51.7%,0.0%,0.0%,0.0%,10.2%,16.7%,5.7%,29.4%,-104,-124
2018 Doha R64,W vs Sharapova,0.0%,-,5.9%,81.8%,0.0%,0.0%,0.0%,5.0%,14.0%,3.3%,7.1%,-107,-93
2017 Shenzhen R32,L vs Sabalenka,0.0%,-,5.7%,87.5%,33.3%,0.0%,0.0%,11.1%,33.3%,0.5%,100.0%,-115,-106
2017 Luxembourg R32,L vs Parmentier,0.0%,-,11.1%,42.9%,0.0%,0.0%,0.0%,5.4%,18.8%,5.8%,47.1%,-75,-89
2017 Beijing R32,L vs Peng,0.0%,-,16.0%,57.9%,25.0%,0.0%,0.0%,6.3%,22.2%,4.4%,26.7%,-113,-118
2017 Beijing R64,W vs Konta,0.0%,-,7.0%,66.7%,28.6%,50.0%,0.0%,13.3%,22.2%,1.3%,50.0%,-118,-74
2017 Eastbourne R32,L vs Pironkova,0.0%,-,11.1%,60.0%,0.0%,0.0%,0.0%,3.8%,3.4%,1.9%,50.0%,-131,-114
Career (49 matches),,1.9%,66.7%,13.9%,64.3%,23.1%,33.8%,50.0%,7.0%,20.3%,3.4%,27.9%,-88,-86
