Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,29,15,14,51.7%,3,1,2,33.3%,2007,2020,R32,21,0.90,2.1%,2.7%,70.1%,54.8%,40.0%,50.4%,44.5%,46.9%,48.3%
Roland Garros,13,Clay,25,11,14,44.0%,5,0,5,0.0%,2007,2021,R64,17,1.01,0.9%,2.8%,76.5%,54.5%,43.5%,52.0%,48.6%,54.3%,52.1%
Wimbledon,14,Grass,29,15,14,51.7%,0,0,0,-,2007,2021,R16,22,0.97,0.9%,2.4%,77.0%,55.7%,45.5%,53.3%,45.2%,52.7%,51.1%
US Open,14,Hard,28,14,14,50.0%,5,1,4,20.0%,2007,2021,R16,19,0.99,1.1%,2.7%,76.7%,58.3%,46.1%,55.4%,44.1%,54.5%,44.9%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2016,2016,R32,1,1.48,5.7%,1.9%,79.2%,64.3%,63.6%,64.2%,53.1%,75.0%,62.5%
Fed Cup,9,,25,15,10,60.0%,3,0,3,0.0%,2004,2017,,4,0.99,2.3%,4.0%,68.5%,57.0%,42.1%,52.3%,47.4%,44.1%,41.7%
Miami,11,Hard,23,12,11,52.2%,5,4,1,80.0%,2009,2021,R16,23,1.05,0.7%,2.3%,74.8%,55.6%,49.3%,54.1%,48.3%,48.6%,43.3%
St. Petersburg,3,Hard,4,1,3,25.0%,0,0,0,-,2016,2021,R16,4,0.95,3.1%,3.1%,66.3%,57.6%,51.5%,55.6%,42.1%,52.9%,43.8%
Dubai,8,Hard,13,5,8,38.5%,1,1,0,100.0%,2007,2021,R32,10,0.88,1.6%,3.4%,74.7%,57.5%,36.7%,52.2%,41.9%,49.4%,59.3%
Doha,8,Hard,23,15,8,65.2%,2,1,1,50.0%,2008,2021,QF,21,1.11,1.5%,2.4%,71.7%,56.8%,45.6%,53.6%,51.3%,50.5%,54.8%
Prague,4,Clay,7,3,4,42.9%,2,2,0,100.0%,2009,2020,R16,6,1.00,0.7%,0.9%,80.3%,51.9%,51.8%,51.9%,48.2%,51.7%,51.9%
Shenzhen,7,Hard,19,11,8,57.9%,3,0,3,0.0%,2012,2020,SF,18,1.07,1.2%,2.4%,76.1%,57.7%,43.8%,54.4%,48.6%,48.2%,47.7%
