Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,3,0,3,0.0%,0-6,0.0%,18-37,32.7%,0-0,-,3,40.7%,25.0%,0.5%,2.2%,74.7%,46.8%,46.8%,46.8%,38.1%,42.5%,0.72,R32 (Phillip Island Trophy)
2020,2,0,2,0.0%,2-4,33.3%,17-31,35.4%,0-0,-,2,43.5%,28.0%,1.2%,1.8%,79.8%,50.0%,35.3%,47.0%,40.0%,43.8%,0.76,R128 (2x)
2019,19,8,11,42.1%,20-24,45.5%,206-207,49.9%,2-5,28.6%,19,61.8%,37.6%,0.7%,2.0%,78.6%,56.7%,48.5%,54.9%,45.1%,49.9%,1.00,QF (Shenzhen)
2018,24,9,15,37.5%,22-31,41.5%,248-265,48.3%,2-3,40.0%,23,52.7%,44.5%,0.4%,2.0%,77.8%,53.8%,44.3%,51.7%,47.6%,49.6%,0.99,QF (2x)
2017,31,11,20,35.5%,28-43,39.4%,302-351,46.2%,3-2,60.0%,31,54.1%,36.9%,0.6%,1.7%,82.2%,52.6%,46.8%,51.6%,45.4%,48.5%,0.94,F (Hobart)
2016,47,26,21,55.3%,60-48,55.6%,502-456,52.4%,1-5,16.7%,46,57.5%,48.0%,2.1%,3.1%,71.6%,56.8%,44.5%,53.3%,49.1%,51.2%,1.05,W (Luxembourg)
2015,41,20,21,48.8%,50-50,50.0%,455-452,50.2%,4-0,100.0%,32,61.1%,38.7%,1.5%,3.9%,70.0%,60.1%,47.4%,56.3%,44.2%,50.2%,1.01,F (Nottingham)
2014,42,23,19,54.8%,59-43,57.8%,510-407,55.6%,2-6,25.0%,34,-,-,1.7%,4.2%,70.5%,59.6%,41.0%,54.1%,50.5%,52.3%,1.10,W (Guangzhou)
2013,43,22,21,51.2%,51-46,52.6%,450-423,51.5%,4-2,66.7%,37,-,-,1.1%,2.3%,74.5%,57.9%,42.9%,54.1%,48.6%,51.3%,1.06,W (Florianopolis)
2012,38,15,23,39.5%,37-49,43.0%,367-405,47.5%,6-1,85.7%,33,-,-,2.0%,1.8%,66.9%,57.4%,48.1%,54.3%,43.0%,48.6%,0.94,F (Luxembourg)
2011,40,24,16,60.0%,49-39,55.7%,419-371,53.0%,3-5,37.5%,29,-,-,1.2%,2.4%,74.6%,55.3%,44.6%,52.6%,48.4%,50.5%,1.02,F (Luxembourg)
2010,15,6,9,40.0%,15-21,41.7%,143-172,45.4%,1-2,33.3%,12,-,-,0.3%,1.4%,74.5%,54.1%,37.9%,49.9%,44.9%,47.4%,0.90,SF (Tashkent)
2009,35,12,23,34.3%,30-49,38.0%,321-384,45.5%,2-2,50.0%,30,-,-,1.5%,2.1%,72.1%,55.0%,43.2%,51.7%,44.7%,48.2%,0.93,QF (2x)
2008,26,10,16,38.5%,25-37,40.3%,263-309,46.0%,1-2,33.3%,19,-,-,1.9%,2.8%,72.2%,55.4%,39.2%,50.9%,44.6%,47.6%,0.91,QF (Tashkent)
2007,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,0.0%,7.4%,57.4%,45.2%,34.8%,40.7%,30.8%,36.6%,0.52,R32 (Dubai)
2006,4,2,2,50.0%,5-5,50.0%,47-48,49.5%,0-1,0.0%,0,,,,,,,,,,,,
2005,3,3,0,100.0%,6-1,85.7%,39-14,73.6%,0-0,-,0,,,,,,,,,,,,
2004,3,1,2,33.3%,2-4,33.3%,22-28,44.0%,0-0,-,0,,,,,,,,,,,,
Career,417,192,225,46.0%,461-502,47.9%,4332-4372,49.8%,31-36,46.3%,351,56.9%,41.6%,1.3%,2.6%,73.5%,56.3%,44.3%,53.1%,46.5%,49.8%,0.99,
