Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,2,1,1,50.0%,3-2,60.0%,25-22,53.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (W100+H Nottingham)
2020,2,1,1,50.0%,2-2,50.0%,22-24,47.8%,2-0,100.0%,2,54.5%,36.4%,0.7%,1.3%,77.0%,53.0%,45.7%,51.3%,44.8%,47.9%,0.92,R64 (Prague)
2019,7,6,1,85.7%,12-4,75.0%,80-60,57.1%,0-0,-,0,,,,,,,,,,,,W (W100 Ilkley)
2018,11,7,4,63.6%,16-9,64.0%,129-102,55.8%,2-0,100.0%,2,53.8%,41.7%,0.5%,2.2%,77.2%,57.0%,38.1%,52.7%,48.3%,50.8%,1.02,SF (2x)
2017,7,6,1,85.7%,12-4,75.0%,90-60,60.0%,0-1,0.0%,5,68.0%,59.6%,1.6%,1.3%,74.0%,63.6%,39.8%,57.4%,53.2%,55.2%,1.25,W (Limoges)
2016,3,2,1,66.7%,4-3,57.1%,38-30,55.9%,0-1,0.0%,0,,,,,,,,,,,,QF (Poitiers $100K)
2015,10,10,0,100.0%,20-3,87.0%,140-82,63.1%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2014,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,1,-,-,0.0%,2.6%,84.2%,55.2%,50.0%,54.4%,44.1%,48.8%,0.97,R32 (Limgoes)
2013,2,1,1,50.0%,3-2,60.0%,27-18,60.0%,0-0,-,0,,,,,,,,,,,,R16 (Poitiers 100K)
2012,9,8,1,88.9%,17-3,85.0%,114-64,64.0%,1-0,100.0%,0,,,,,,,,,,,,W (Nantes 50K)
2011,5,3,2,60.0%,6-2,75.0%,44-25,63.8%,0-0,-,0,,,,,,,,,,,,QF (Nottingham 100K)
2010,15,8,7,53.3%,20-17,54.1%,186-158,54.1%,0-3,0.0%,0,,,,,,,,,,,,F (Petange 100K)
2009,10,5,5,50.0%,12-10,54.5%,109-98,52.7%,3-2,60.0%,0,,,,,,,,,,,,QF (Athens 100K)
2008,23,16,7,69.6%,36-15,70.6%,272-203,57.3%,5-2,71.4%,0,,,,,,,,,,,,F (Krakow 100K)
2007,52,37,15,71.2%,78-37,67.8%,602-431,58.3%,5-6,45.5%,0,,,,,,,,,,,,W (3x)
2006,45,29,16,64.4%,63-37,63.0%,500-397,55.7%,6-4,60.0%,0,,,,,,,,,,,,W (Darmstadt 25K)
2005,33,25,8,75.8%,50-23,68.5%,398-278,58.9%,3-2,60.0%,0,,,,,,,,,,,,W (4x)
2004,27,24,3,88.9%,49-9,84.5%,326-157,67.5%,5-0,100.0%,0,,,,,,,,,,,,W (4x)
2003,22,14,8,63.6%,34-20,63.0%,277-233,54.3%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2002,8,5,3,62.5%,12-6,66.7%,94-72,56.6%,2-0,100.0%,0,,,,,,,,,,,,W (Bucharest 10K)
Career,294,208,86,70.7%,450-210,68.2%,3486-2530,57.9%,38-24,61.3%,10,61.2%,50.0%,0.9%,1.7%,76.9%,58.5%,41.6%,54.6%,49.0%,51.8%,1.08,
