Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,2,5,28.6%,6-11,35.3%,63-89,41.4%,1-0,100.0%,7,56.0%,26.3%,3.9%,7.5%,60.2%,62.9%,40.6%,54.0%,40.5%,47.0%,0.88,R16 (2x)
2025,34,17,17,50.0%,41-40,50.6%,389-385,50.3%,2-5,28.6%,34,60.7%,40.5%,6.1%,7.3%,59.7%,63.3%,42.8%,55.0%,46.1%,50.5%,1.03,F (Paris 125)
2024,40,19,21,47.5%,46-49,48.4%,421-419,50.1%,2-5,28.6%,17,59.7%,33.7%,5.0%,7.4%,57.8%,62.6%,41.0%,53.5%,43.6%,48.5%,0.94,F (Saint Malo 125)
2023,62,33,29,53.2%,82-67,55.0%,721-683,51.4%,11-7,61.1%,12,59.4%,37.3%,5.3%,6.8%,60.2%,64.1%,41.6%,55.2%,45.2%,50.1%,1.01,W (W60 Collonge-Bellerive)
2022,39,24,15,61.5%,54-35,60.7%,475-373,56.0%,7-9,43.8%,7,64.5%,37.0%,4.1%,4.5%,62.4%,59.7%,46.2%,54.6%,44.7%,49.7%,0.98,F (W60+H Rome)
2021,63,44,19,69.8%,96-54,64.0%,781-631,55.3%,9-5,64.3%,1,60.0%,20.0%,6.0%,2.0%,56.0%,57.1%,63.6%,60.0%,40.0%,49.1%,1.00,W (4x)
2020,10,4,6,40.0%,11-14,44.0%,122-114,51.7%,0-3,0.0%,1,61.5%,38.5%,4.4%,9.9%,42.9%,69.2%,42.3%,53.8%,45.6%,49.7%,0.99,F (W25 Nonthaburi)
2019,30,14,16,46.7%,35-37,48.6%,354-349,50.4%,4-4,50.0%,0,,,,,,,,,,,,SF (W25 Playford)
2018,62,36,26,58.1%,84-62,57.5%,693-630,52.4%,7-2,77.8%,1,62.5%,0.0%,2.3%,4.5%,61.4%,63.0%,47.1%,56.8%,28.3%,41.2%,0.66,W (Joue Les Tours $25K)
2017,34,12,22,35.3%,25-47,34.7%,306-364,45.7%,3-2,60.0%,1,70.0%,9.1%,9.8%,11.5%,62.3%,71.1%,39.1%,59.0%,34.6%,45.3%,0.84,F (Santa Margherita Di Pula $25K)
2016,42,19,23,45.2%,42-51,45.2%,417-447,48.3%,6-8,42.9%,0,,,,,,,,,,,,F (Schoonhoven $10K)
2015,46,23,23,50.0%,52-52,50.0%,503-473,51.5%,6-6,50.0%,0,,,,,,,,,,,,F (2x)
2014,56,32,24,57.1%,72-54,57.1%,605-521,53.7%,2-7,22.2%,0,,,,,,,,,,,,W (Minsk 10K)
2013,17,7,10,41.2%,19-20,48.7%,168-174,49.1%,1-2,33.3%,0,,,,,,,,,,,,QF (Sharm El Sheikh 10K)
2012,32,13,19,40.6%,33-40,45.2%,320-351,47.7%,2-3,40.0%,0,,,,,,,,,,,,SF (Edinburgh 10K)
2011,11,4,7,36.4%,8-13,38.1%,87-103,45.8%,1-0,100.0%,0,,,,,,,,,,,,SF (Brussels 10K)
2010,6,3,3,50.0%,8-6,57.1%,67-59,53.2%,1-0,100.0%,0,,,,,,,,,,,,QF (Ain Elsokhna 10K)
Career,591,306,285,51.8%,714-652,52.3%,6492-6165,51.3%,65-68,48.9%,81,60.3%,36.1%,5.4%,7.1%,59.4%,63.0%,42.5%,54.7%,44.5%,49.5%,0.98,
