Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Jiujiang R32,L vs Blinkova,0.85,0.60,46.2,2.6,2.9%,58.8%,12.5%,59.4%,25.0%,33.3%
2024 US Open R128,L vs Dart,0.82,0.53,37.6,2.1,4.3%,39.1%,4.8%,33.3%,44.8%,37.0%
2022 Wimbledon R128,L vs Bara,0.94,0.65,50.5,2.3,10.0%,53.3%,7.4%,51.9%,35.7%,29.2%
2022 Roland Garros R128,L vs Sabalenka,0.88,0.83,60.6,8.4,2.4%,63.4%,5.4%,48.6%,32.7%,50.0%
2021 Roland Garros R128,L vs Linette,0.96,0.57,45.4,2.1,0.0%,32.4%,3.0%,72.7%,30.8%,26.1%
2021 Australian Open R128,L vs Sherif,0.95,0.66,57.3,2.7,8.1%,64.9%,5.9%,61.8%,25.7%,25.0%
2020 Roland Garros R128,L vs Cornet,0.88,0.65,43.8,2.6,0.0%,42.9%,0.0%,46.4%,25.0%,57.7%
2020 Hua Hin R32,L vs Plipuech,0.87,0.85,73.0,3.0,0.0%,47.1%,4.7%,51.2%,46.6%,53.6%
2019 Jurmala R32,W vs Eraydin,1.10,1.42,48.4,2.9,-,50.0%,-,65.6%,50.0%,60.0%
2019 Roland Garros R128,L vs Linette,1.04,0.77,55.4,6.0,2.8%,36.1%,0.0%,51.6%,39.1%,45.5%
2019 Strasbourg QF,W vs Saville,1.16,1.34,50.3,2.1,-,58.1%,-,75.0%,44.1%,32.0%
2019 Strasbourg R32,W vs Kenin,1.12,1.50,48.7,2.1,10.7%,67.9%,16.0%,60.0%,45.5%,50.0%
2019 W25 Rome R32,L vs Pereira,0.88,0.68,52.4,2.2,0.0%,59.3%,0.0%,39.1%,43.3%,33.3%
2019 W60 Wiesbaden R16,L vs Seguel,0.90,0.86,64.4,8.4,2.2%,56.5%,0.0%,61.0%,36.2%,43.4%
2019 W60 Wiesbaden R32,W vs Kanev,1.06,1.59,41.4,2.0,0.0%,56.3%,3.3%,76.7%,46.7%,55.2%
2019 Bogota R32,L vs Bogdan,1.13,0.91,64.0,2.4,0.0%,43.9%,0.0%,48.1%,45.8%,40.9%
2019 W80 Palm Harbor FL R16,L vs Udvardy,0.99,0.72,51.6,2.5,7.1%,39.3%,3.8%,38.5%,45.5%,43.8%
2019 W80 Palm Harbor FL R32,W vs Paolini,1.15,1.29,57.9,2.4,2.5%,42.5%,0.0%,65.8%,51.4%,52.9%
2019 W25 Campinas R32,L vs Gracheva,0.90,0.84,73.4,3.3,0.0%,56.1%,0.0%,38.5%,43.8%,54.5%
2019 W25 Curitiba QF,L vs Bondar,0.95,0.85,86.0,2.9,1.6%,69.4%,1.7%,53.4%,39.2%,29.2%
2025 (1 matches),,0.85,0.60,46.2,2.6,2.9%,58.8%,12.5%,59.4%,25.0%,33.3%
2024 (1 matches),,0.82,0.53,37.6,2.1,4.3%,39.1%,4.8%,33.3%,44.8%,37.0%
2022 (2 matches),,0.90,0.76,56.7,3.6,5.6%,59.2%,6.3%,50.0%,33.8%,42.9%
2021 (2 matches),,0.95,0.60,51.8,2.4,4.1%,48.6%,4.5%,67.2%,27.9%,25.5%
2020 (2 matches),,0.87,0.78,62.9,2.8,0.0%,45.6%,2.8%,49.3%,39.5%,54.9%
Career (136 matches),,0.99,0.93,55.9,2.6,3.6%,54.8%,2.6%,53.6%,43.1%,43.1%
