Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Jiujiang R32,L vs Blinkova,12,24,0.5,9.9%,19.8%,7,20,0.4,6.5%,18.5%,3.7%,1.9%,1.1,22.3%,20.7%
2024 US Open R128,L vs Dart,7,26,0.3,7.0%,26.0%,5,19,0.3,6.0%,22.9%,2.4%,1.2%,0.6,14.0%,24.0%
2022 Wimbledon R128,L vs Bara,20,38,0.5,18.3%,34.9%,15,34,0.4,15.2%,34.3%,9.1%,4.0%,0.7,11.0%,15.6%
2022 Roland Garros R128,L vs Sabalenka,12,19,0.6,6.9%,11.0%,9,15,0.6,5.8%,9.7%,3.2%,2.6%,0.8,24.9%,29.5%
2021 Roland Garros R128,L vs Linette,6,23,0.3,5.0%,19.3%,6,23,0.3,5.4%,20.7%,,,0.7,14.3%,19.3%
2021 Australian Open R128,L vs Sherif,10,19,0.5,7.2%,13.8%,10,19,0.5,7.9%,15.1%,,,1.1,21.0%,19.6%
2020 Roland Garros R128,L vs Cornet,11,25,0.4,10.0%,22.7%,11,25,0.4,10.7%,24.3%,,,1.0,20.0%,19.1%
2020 Hua Hin R32,L vs Plipuech,45,65,0.7,21.7%,31.4%,43,57,0.8,21.9%,29.1%,14.3%,7.1%,0.5,7.7%,15.5%
2019 Roland Garros R128,L vs Linette,15,23,0.7,9.6%,14.6%,15,23,0.7,9.9%,15.1%,,,1.0,19.7%,19.1%
2019 Strasbourg R32,W vs Kenin,17,21,0.8,14.4%,17.8%,10,18,0.6,9.5%,17.1%,5.7%,3.8%,0.5,15.3%,28.8%
2017 Roland Garros R64,L vs Garcia,19,27,0.7,12.3%,17.4%,15,20,0.8,10.8%,14.4%,7.2%,3.6%,0.9,16.8%,19.4%
2017 Roland Garros R128,W vs Pliskova,37,30,1.2,20.7%,16.8%,30,21,1.4,19.1%,13.4%,9.6%,8.9%,0.7,16.8%,22.9%
2017 Santa Margherita Di Pula $25K F,L vs Zavatska,11,39,0.3,9.2%,32.8%,10,32,0.3,9.3%,29.9%,5.6%,3.7%,0.9,13.4%,14.3%
Career (13 matches),,222,379,0.6,12.3%,21.0%,186,326,0.6,11.3%,19.9%,5.2%,3.2%,0.8,16.7%,20.6%
