Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,2,24,7.7%,9-48,15.8%,202-326,38.3%,0-4,0.0%,25,52.9%,24.0%,4.4%,7.5%,57.0%,59.0%,40.5%,51.0%,39.0%,45.0%,0.80
Clay,36,14,22,38.9%,40-48,45.5%,387-423,47.8%,6-3,66.7%,36,61.8%,32.4%,4.0%,6.9%,57.1%,62.1%,45.2%,54.9%,42.7%,49.0%,0.95
Grass,3,1,2,33.3%,2-5,28.6%,26-37,41.3%,0-0,-,3,65.6%,16.1%,7.1%,5.7%,53.6%,64.6%,48.0%,56.9%,33.9%,46.4%,0.79
Grand Slams,15,3,12,20.0%,10-26,27.8%,145-194,42.8%,2-2,50.0%,15,57.4%,22.9%,4.0%,6.6%,55.5%,61.0%,45.2%,54.0%,39.6%,47.0%,0.86
Premiers,6,0,6,0.0%,1-12,7.7%,36-78,31.6%,0-1,0.0%,6,55.4%,8.8%,5.7%,7.3%,56.6%,63.2%,38.8%,52.6%,32.5%,42.5%,0.69
Internationals,43,14,29,32.6%,39-61,39.0%,419-500,45.6%,4-3,57.1%,42,59.0%,32.2%,4.3%,7.1%,57.1%,61.0%,43.5%,53.5%,42.2%,48.0%,0.91
Semi-finals,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,70.6%,0.0%,6.4%,5.6%,60.8%,61.8%,51.0%,57.6%,24.8%,42.3%,0.58
Quarter-finals,4,2,2,50.0%,5-5,50.0%,44-44,50.0%,1-0,100.0%,4,62.8%,36.4%,4.7%,4.4%,62.7%,64.3%,40.9%,55.6%,43.2%,49.7%,0.97
vs Righties,55,14,41,25.5%,43-86,33.3%,521-674,43.6%,6-5,54.5%,54,58.8%,28.1%,4.1%,6.9%,56.7%,60.7%,43.6%,53.3%,40.9%,47.3%,0.87
vs Lefties,9,3,6,33.3%,7-13,35.0%,80-95,45.7%,0-2,0.0%,9,54.2%,31.5%,5.2%,8.5%,57.9%,63.1%,43.4%,54.8%,41.3%,48.1%,0.91
vs Top 10,3,0,3,0.0%,1-6,14.3%,19-38,33.3%,0-0,-,3,46.4%,20.7%,3.3%,5.5%,59.3%,53.7%,39.2%,47.8%,38.1%,42.9%,0.73
