Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,9,1,8,11.1%,3,0,3,0.0%,2019,2026,R128,9,0.83,4.1%,6.6%,61.4%,58.3%,42.3%,52.1%,39.6%,44.0%,38.7%
Roland Garros,11,Clay,16,5,11,31.3%,5,3,2,60.0%,2015,2025,R32,13,0.94,3.2%,6.1%,56.4%,61.2%,45.8%,54.5%,42.7%,57.5%,50.5%
Wimbledon,5,Grass,7,2,5,28.6%,3,1,2,33.3%,2019,2025,R128,7,0.96,6.9%,7.8%,54.1%,66.6%,48.0%,58.0%,40.1%,59.1%,39.6%
US Open,6,Hard,8,2,6,25.0%,4,1,3,25.0%,2017,2024,R128,7,0.98,5.2%,7.4%,57.9%,64.1%,48.6%,57.6%,41.5%,50.0%,35.6%
Abu Dhabi,2,Hard,4,1,3,25.0%,0,0,0,-,2025,2026,R32,4,0.75,2.6%,8.8%,61.9%,59.8%,32.7%,49.5%,38.1%,51.2%,40.7%
Angers 125,2,Hard,7,5,2,71.4%,2,2,0,100.0%,2023,2025,F,7,1.16,9.0%,5.6%,63.3%,67.0%,48.1%,60.0%,46.4%,47.7%,51.6%
Seoul,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2022,2025,R32,3,0.93,3.9%,7.4%,57.6%,69.2%,41.8%,57.6%,39.5%,45.0%,26.1%
Bastad 125,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2023,2025,R16,2,0.78,2.7%,5.3%,55.8%,61.9%,40.0%,52.2%,37.1%,46.7%,37.5%
Paris 125,4,Clay,8,4,4,50.0%,0,0,0,-,2022,2025,F,8,0.98,7.1%,8.8%,59.1%,64.6%,37.6%,53.5%,45.7%,57.3%,43.4%
Saint Malo 125,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2023,2025,F,8,1.08,5.5%,6.2%,60.6%,63.1%,42.8%,55.1%,48.5%,50.0%,49.4%
