Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Brisbane R32,W vs Paul,20.9%,66.7%,18.4%,73.7%,11.1%,11.1%,0.0%,17.1%,33.3%,0.0%,-,106,179
2025 Basel R32,L vs Fonseca,30.2%,37.5%,16.4%,50.0%,23.5%,41.2%,50.0%,9.5%,16.7%,0.0%,-,17,5
2025 Brussels QF,W vs Musetti,32.0%,81.3%,22.1%,72.4%,29.4%,31.3%,50.0%,15.8%,37.5%,0.0%,-,61,43
2025 Shanghai R32,W vs Fritz,22.2%,80.0%,16.1%,63.2%,31.0%,37.5%,66.7%,21.4%,40.0%,3.4%,80.0%,41,42
2025 Wimbledon R128,L vs Fritz,19.2%,60.7%,15.1%,69.2%,18.7%,30.8%,9.1%,17.3%,50.0%,2.1%,33.3%,111,160
2025 Stuttgart R16,L vs Auger Aliassime,13.5%,100.0%,10.0%,81.8%,16.7%,7.7%,50.0%,25.0%,50.0%,1.2%,0.0%,143,75
2025 Roland Garros R128,W vs Bergs,6.1%,85.7%,9.4%,80.0%,15.4%,21.4%,11.8%,7.1%,27.3%,3.2%,33.3%,-30,14
2025 Madrid R128,L vs Navone,27.7%,66.7%,18.0%,68.2%,12.3%,22.2%,12.5%,5.7%,12.5%,0.0%,-,144,80
2025 Indian Wells R32,L vs Griekspoor,20.0%,70.0%,15.7%,72.2%,19.0%,30.8%,22.2%,7.1%,50.0%,0.8%,0.0%,-10,92
2025 Dubai R16,L vs Medvedev,41.4%,72.4%,30.3%,70.3%,8.0%,11.1%,0.0%,2.7%,11.1%,1.1%,50.0%,63,42
2025 Dubai R32,W vs Zhang,33.9%,85.0%,17.0%,87.5%,18.9%,41.7%,0.0%,9.1%,16.7%,0.0%,-,66,16
2025 Australian Open R128,L vs Monfils,15.4%,64.0%,17.5%,64.5%,16.6%,23.9%,10.0%,7.0%,33.3%,0.7%,33.3%,53,79
2025 Brisbane SF,L vs Opelka,34.5%,70.0%,20.3%,63.0%,7.9%,13.3%,0.0%,4.3%,0.0%,0.0%,-,9,-14
2025 Brisbane QF,W vs Mensik,30.8%,75.0%,16.7%,64.0%,21.6%,21.7%,0.0%,4.0%,20.0%,1.3%,0.0%,-13,19
2025 Brisbane R16,W vs Tiafoe,30.9%,58.8%,19.7%,62.1%,15.0%,14.3%,20.0%,7.5%,42.9%,1.2%,0.0%,81,87
2024 Brisbane R32,W vs Kyrgios,21.6%,81.3%,14.7%,65.6%,27.5%,38.5%,25.0%,16.1%,33.3%,1.2%,50.0%,-4,138
2024 Basel F,W vs Shelton,9.5%,75.0%,11.6%,75.0%,18.6%,33.3%,12.5%,31.8%,75.0%,0.8%,0.0%,-15,82
2024 Basel SF,W vs Rune,17.4%,87.5%,9.8%,91.7%,17.8%,25.0%,0.0%,15.8%,0.0%,0.0%,-,71,133
2024 Basel QF,W vs Shapovalov,31.8%,63.0%,17.3%,55.6%,33.3%,70.0%,33.3%,14.3%,20.0%,0.0%,-,38,33
2024 Basel R16,W vs Auger Aliassime,17.6%,66.7%,9.4%,63.6%,16.7%,20.0%,0.0%,7.1%,28.6%,0.9%,0.0%,-10,43
Career (36 matches),,21.7%,69.3%,16.4%,67.9%,17.3%,23.1%,19.3%,11.5%,29.7%,0.9%,38.1%,43,75
