Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Brisbane R32,W vs Paul,57.3%,32.7%,4.2%,4/0,1.94,7.1%,61.9%,33.3%,4.8%,1.74,5.4%,50.0%,31.3%,3.1%,2.25,10.5%
2025 Basel R32,L vs Fonseca,63.2%,34.9%,2.9%,2/0,1.95,35.0%,63.0%,31.0%,2.2%,1.83,38.7%,66.7%,42.9%,4.8%,2.28,22.2%
2025 Brussels QF,W vs Musetti,59.4%,41.5%,1.4%,0/1,1.98,81.3%,62.3%,39.4%,0.0%,2.06,91.7%,61.5%,50.0%,7.7%,1.70,50.0%
2025 Shanghai R32,W vs Fritz,67.2%,39.0%,1.6%,1/0,1.79,3.2%,64.3%,33.3%,0.0%,1.65,0.0%,77.8%,50.0%,5.6%,2.05,9.1%
2025 Wimbledon R128,L vs Fritz,52.2%,33.7%,2.5%,2/2,2.11,3.5%,44.9%,31.3%,0.9%,1.83,0.0%,70.0%,37.1%,6.0%,2.47,8.8%
2025 Stuttgart R16,L vs Auger Aliassime,50.0%,36.0%,14.0%,4/3,2.29,28.6%,51.9%,21.4%,3.7%,2.11,47.6%,52.4%,54.5%,28.6%,2.54,0.0%
2025 Roland Garros R128,W vs Bergs,68.8%,44.2%,1.4%,1/1,2.24,1.3%,71.8%,42.9%,1.3%,2.17,2.3%,75.0%,46.2%,1.9%,2.31,0.0%
2025 Madrid R128,L vs Navone,66.0%,28.6%,7.5%,2/2,2.07,25.5%,73.0%,25.9%,5.4%,2.13,39.3%,53.3%,37.5%,13.3%,2.00,5.3%
2025 Indian Wells R32,L vs Griekspoor,45.0%,44.4%,3.3%,2/0,2.08,23.3%,46.9%,40.0%,0.0%,2.25,38.5%,44.4%,50.0%,7.4%,1.97,11.8%
2025 Dubai R16,L vs Medvedev,58.3%,25.0%,8.3%,3/1,2.27,24.4%,45.8%,9.1%,12.5%,2.34,33.3%,73.9%,35.3%,4.3%,2.15,6.7%
2025 Dubai R32,W vs Zhang,51.4%,58.3%,8.6%,5/1,2.36,23.3%,47.9%,47.8%,2.1%,1.96,29.6%,61.9%,76.9%,23.8%,2.73,12.5%
2025 Australian Open R128,L vs Monfils,54.0%,31.9%,2.3%,3/1,2.04,1.9%,58.3%,26.7%,3.9%,2.18,2.9%,61.8%,41.2%,0.0%,1.81,0.0%
2025 Brisbane SF,L vs Opelka,51.6%,33.3%,1.6%,0/1,2.00,16.1%,44.4%,35.0%,2.2%,1.93,25.0%,76.5%,30.8%,0.0%,2.13,0.0%
2025 Brisbane QF,W vs Mensik,62.8%,38.8%,5.1%,1/3,2.21,14.7%,60.4%,34.5%,4.2%,1.91,25.0%,80.0%,45.0%,8.0%,2.58,0.0%
2025 Brisbane R16,W vs Tiafoe,73.6%,43.4%,4.2%,3/0,2.39,13.9%,71.1%,25.9%,7.9%,2.39,22.7%,81.3%,61.5%,0.0%,2.39,0.0%
2024 Brisbane R32,W vs Kyrgios,67.3%,30.6%,2.8%,2/1,1.75,18.4%,65.4%,26.4%,3.7%,1.86,5.0%,73.1%,42.1%,0.0%,1.61,33.3%
2024 Basel F,W vs Shelton,60.8%,46.7%,4.1%,1/2,2.20,45.5%,54.9%,46.4%,3.9%,1.85,46.2%,81.0%,47.1%,4.8%,2.72,44.4%
2024 Basel SF,W vs Rune,62.7%,27.0%,1.7%,1/0,2.46,21.4%,56.3%,33.3%,0.0%,2.32,28.6%,76.0%,21.1%,4.0%,2.61,14.3%
2024 Basel QF,W vs Shapovalov,54.5%,37.0%,1.0%,1/0,2.08,64.4%,60.0%,33.3%,1.8%,2.00,67.9%,55.3%,42.9%,0.0%,2.23,58.8%
2024 Basel R16,W vs Auger Aliassime,65.6%,45.0%,0.0%,0/0,2.09,11.8%,60.5%,43.5%,0.0%,2.00,7.1%,85.0%,47.1%,0.0%,2.50,33.3%
Career (36 matches),,60.9%,38.8%,3.7%,63.8%,2.10,22.7%,61.1%,35.1%,3.1%,2.06,27.3%,66.6%,45.3%,5.4%,2.17,15.7%
