Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Brisbane R32,W vs Paul,6% (1/17),0% (0/1),0/1,19% (3/16),67% (2/3),0/0,0/0,0/0,0/0,0/0
2025 Basel R32,L vs Fonseca,0% (0/11),- (0/0),0/1,10% (1/10),0% (0/1),0/0,0/0,1/1,0/0,1/1
2025 Brussels QF,W vs Musetti,18% (2/11),50% (1/2),0/0,0% (0/11),- (0/0),1/1,1/1,2/2,0/0,0/0
2025 Shanghai R32,W vs Fritz,27% (3/11),67% (2/3),0/0,0% (0/11),- (0/0),2/2,2/2,1/1,1/1,0/0
2025 Wimbledon R128,L vs Fritz,0% (0/28),- (0/0),0/1,18% (5/28),60% (3/5),0/0,0/0,3/4,0/0,0/1
2025 Stuttgart R16,L vs Auger Aliassime,20% (2/10),50% (1/2),0/3,40% (4/10),25% (1/4),0/1,0/0,2/2,0/0,1/1
2025 Roland Garros R128,W vs Bergs,35% (7/20),57% (4/7),1/3,24% (5/21),40% (2/5),1/3,1/2,3/3,0/1,0/0
2025 Madrid R128,L vs Navone,10% (1/10),0% (0/1),0/2,30% (3/10),33% (1/3),0/0,0/0,1/1,0/0,1/1
2025 Indian Wells R32,L vs Griekspoor,9% (1/11),100% (1/1),1/2,20% (2/10),0% (0/2),1/1,0/0,1/1,0/0,1/1
2025 Dubai R16,L vs Medvedev,0% (0/10),- (0/0),0/2,40% (4/10),50% (2/4),0/0,0/0,0/0,0/0,0/0
2025 Dubai R32,W vs Zhang,40% (4/10),25% (1/4),0/0,9% (1/11),100% (1/1),1/1,1/1,2/2,0/0,0/0
2025 Australian Open R128,L vs Monfils,0% (0/28),- (0/0),0/2,30% (8/27),75% (6/8),0/0,0/0,4/4,0/0,3/3
2025 Brisbane SF,L vs Opelka,9% (1/11),0% (0/1),0/1,20% (2/10),50% (1/2),0/0,0/0,1/1,0/0,0/0
2025 Brisbane QF,W vs Mensik,17% (2/12),50% (1/2),0/0,0% (0/12),- (0/0),0/0,0/0,0/0,0/0,0/0
2025 Brisbane R16,W vs Tiafoe,27% (3/11),33% (1/3),0/0,9% (1/11),100% (1/1),0/0,0/0,0/0,0/0,0/0
2025 Brisbane R32,W vs Kyrgios,11% (2/18),0% (0/2),0/0,6% (1/18),100% (1/1),0/0,0/0,2/2,0/0,0/0
2024 Basel F,W vs Shelton,18% (2/11),50% (1/2),0/0,0% (0/11),- (0/0),1/1,1/1,2/2,0/0,0/0
2024 Basel SF,W vs Rune,9% (1/11),100% (1/1),0/0,0% (0/11),- (0/0),1/1,1/1,0/0,1/1,0/0
2024 Basel R16,W vs Auger Aliassime,33% (3/9),67% (2/3),0/0,0% (0/10),- (0/0),2/2,1/1,2/2,0/0,0/0
2024 Basel R32,W vs Duckworth,20% (2/10),50% (1/2),0/0,0% (0/11),- (0/0),1/1,1/1,2/2,1/1,0/0
2026 (1 matches),,5.9%,0.0%,0.0%,18.8%,66.7%,-,-,-,-,-
2025 (15 matches),,13.2%,42.9%,11.8%,17.6%,51.4%,66.7%,83.3%,95.8%,50.0%,87.5%
2024 (18 matches),,16.8%,61.9%,16.0%,20.1%,36.5%,95.5%,92.3%,79.4%,85.7%,78.6%
2023 (1 matches),,26.9%,42.9%,0.0%,32.0%,50.0%,100.0%,100.0%,66.7%,-,100.0%
2019 (2 matches),,55.6%,80.0%,25.0%,50.0%,40.0%,80.0%,100.0%,100.0%,100.0%,100.0%
Career (37 matches),,16.8%,55.7%,14.0%,20.8%,43.6%,87.2%,90.9%,85.5%,80.0%,83.3%
