Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,66,31,35,47.0%,76-85,47.2%,848-887,48.9%,35-25,58.3%,65,89.2%,7.6%,20.2%,5.3%,67.1%,79.2%,53.1%,70.6%,26.1%,48.9%,0.89
Clay,15,7,8,46.7%,19-22,46.3%,204-219,48.2%,4-4,50.0%,14,81.4%,14.1%,10.3%,4.4%,64.7%,72.2%,51.5%,64.9%,32.1%,48.8%,0.91
Grass,12,5,7,41.7%,17-20,45.9%,201-204,49.6%,8-7,53.3%,12,90.9%,7.8%,21.6%,5.3%,67.8%,81.2%,49.6%,71.1%,25.5%,49.4%,0.88
Grand Slams,13,4,9,30.8%,25-31,44.6%,282-304,48.1%,10-6,62.5%,13,86.4%,8.8%,16.0%,5.9%,64.3%,77.0%,52.8%,68.4%,27.9%,48.6%,0.88
Masters,19,5,14,26.3%,14-29,32.6%,211-241,46.7%,4-11,26.7%,19,85.8%,9.1%,16.4%,6.4%,63.1%,78.3%,49.9%,67.8%,25.5%,47.7%,0.79
Other Tours,60,33,27,55.0%,71-67,51.4%,748-757,49.7%,33-19,63.5%,59,89.6%,8.6%,20.5%,4.5%,69.0%,78.9%,52.8%,70.8%,27.1%,49.5%,0.93
Best of 5,13,4,9,30.8%,25-31,44.6%,282-304,48.1%,10-6,62.5%,13,86.4%,8.8%,16.0%,5.9%,64.3%,77.0%,52.8%,68.4%,27.9%,48.6%,0.88
Best of 3,80,39,41,48.8%,87-96,47.5%,971-1006,49.1%,37-30,55.2%,78,88.7%,8.7%,19.5%,4.9%,67.6%,78.8%,52.1%,70.1%,26.8%,49.1%,0.90
Finals,2,2,0,100.0%,4-1,80.0%,27-26,50.9%,2-0,100.0%,2,80.8%,16.0%,19.5%,2.4%,67.5%,73.7%,56.4%,68.0%,33.9%,50.9%,1.06
Semi-finals,5,2,3,40.0%,4-6,40.0%,56-59,48.7%,1-3,25.0%,5,90.9%,8.9%,16.9%,3.6%,71.4%,81.0%,50.5%,72.3%,25.7%,48.9%,0.93
Quarter-finals,8,5,3,62.5%,12-8,60.0%,108-103,51.2%,4-2,66.7%,8,88.3%,12.7%,21.8%,3.4%,68.0%,77.5%,57.9%,71.3%,29.6%,50.5%,1.03
vs Righties,86,36,50,41.9%,99-124,44.4%,1157-1240,48.3%,43-35,55.1%,85,87.7%,8.2%,18.2%,5.1%,66.8%,78.1%,51.8%,69.4%,26.6%,48.6%,0.87
vs Lefties,7,7,0,100.0%,13-3,81.3%,96-70,57.8%,4-1,80.0%,6,95.2%,16.7%,26.3%,5.3%,66.8%,81.5%,59.1%,74.1%,32.8%,53.7%,1.27
vs Top 10,9,2,7,22.2%,8-16,33.3%,122-142,46.2%,5-3,62.5%,9,88.2%,3.9%,15.0%,5.7%,65.8%,80.6%,52.8%,71.1%,21.2%,47.2%,0.73
