Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,12,4,8,33.3%,10-16,38.5%,114-132,46.3%,2-1,66.7%,0,,,,,,,,,,,
Clay,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,54.5%,27.3%,1.7%,5.1%,69.5%,58.5%,33.3%,50.8%,41.7%,45.5%,0.85
vs Righties,8,2,6,25.0%,6-12,33.3%,78-93,45.6%,0-1,0.0%,0,,,,,,,,,,,
