Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,54.5%,27.3%,1.7%,5.1%,69.5%,58.5%,33.3%,50.8%,41.7%,45.5%,0.85,R32 (W35 Palm Coast FL)
2024,12,4,8,33.3%,10-16,38.5%,114-132,46.3%,2-1,66.7%,0,,,,,,,,,,,,R16 (4x)
2023,26,15,11,57.7%,28-19,59.6%,235-194,54.8%,2-3,40.0%,0,,,,,,,,,,,,W (W40 Nonthaburi)
2022,31,15,16,48.4%,36-36,50.0%,342-340,50.1%,4-4,50.0%,1,50.0%,27.3%,1.6%,26.2%,55.7%,64.7%,25.9%,47.5%,41.4%,44.3%,0.79,F (W25 Leiria)
2021,9,5,4,55.6%,11-8,57.9%,90-83,52.0%,1-1,50.0%,4,74.3%,48.5%,1.3%,8.0%,62.1%,69.1%,47.1%,60.7%,48.3%,54.8%,1.23,SF (Charleston 125K)
2020,2,0,2,0.0%,1-3,25.0%,16-22,42.1%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
2018,5,4,1,80.0%,8-3,72.7%,59-42,58.4%,0-0,-,5,75.0%,40.8%,4.8%,3.0%,60.5%,70.3%,46.2%,60.8%,46.8%,54.0%,1.19,F (Indian Wells 125K)
2017,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Macon GA $80K)
2015,7,4,3,57.1%,9-5,64.3%,73-57,56.2%,1-0,100.0%,0,,,,,,,,,,,,SF (Marseille $100K)
2014,29,19,10,65.5%,44-26,62.9%,364-289,55.7%,2-3,40.0%,0,,,,,,,,,,,,W (2x)
2012,2,1,1,50.0%,2-3,40.0%,25-21,54.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (Nassau 100K)
2011,2,1,1,50.0%,3-2,60.0%,26-18,59.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (Nassau 100K)
2010,5,5,0,100.0%,10-0,100.0%,65-36,64.4%,1-0,100.0%,0,,,,,,,,,,,,W (Bratislava 25K)
2007,3,2,1,66.7%,3-3,50.0%,34-36,48.6%,2-1,66.7%,0,,,,,,,,,,,,QF (Kharkov 100K)
2006,7,6,1,85.7%,13-5,72.2%,97-58,62.6%,0-0,-,0,,,,,,,,,,,,W (Dubai 75K)
2005,10,3,7,30.0%,9-15,37.5%,109-130,45.6%,2-2,50.0%,0,,,,,,,,,,,,QF (Dubai 75K)
2004,13,6,7,46.2%,17-15,53.1%,150-136,52.4%,1-0,100.0%,0,,,,,,,,,,,,F (Bari 25K)
2003,10,8,2,80.0%,17-6,73.9%,128-84,60.4%,0-1,0.0%,0,,,,,,,,,,,,F (2x)
2002,15,11,4,73.3%,24-9,72.7%,173-111,60.9%,1-0,100.0%,0,,,,,,,,,,,,W (Pune 10K)
2001,7,4,3,57.1%,9-8,52.9%,77-81,48.7%,2-1,66.7%,0,,,,,,,,,,,,QF (Kedzierzyn-Kozle 10K)
2000,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Odessa 10K)
Career,198,113,85,57.1%,254-188,57.5%,2194-1907,53.5%,21-20,51.2%,11,70.4%,40.4%,3.1%,6.9%,61.4%,68.3%,43.5%,58.7%,46.1%,52.4%,1.12,
