Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-08-18),888,27,,,,,,,,,,,,
2024,584,73,298,1432,268,1414,,,,,706,72
2023,276,268,222,1500,201,1478,230,1415,,,,
2022,318,182,205,1509,185,1495,,,,,,
2021,207,333,175,1537,157,1543,192,1443,122,1514,,
2020,285,219,131,1585,118,1577,135,1485,,,119,738
2019,1168,6,,,,,,,,,1141,12
2018,132,456,109,1669,101,1644,132,1548,84,1588,81,1056
2017,92,703,101,1698,90,1675,107,1587,77,1603,89,781
2016,69,890,57,1783,54,1740,71,1667,49,1660,56,1495
2015,89,703,55,1785,51,1746,73,1668,71,1614,76,994
2014,201,246,111,1677,109,1641,116,1587,,,155,423
2012,136,513,86,1740,75,1699,93,1642,73,1602,148,508
2011,85,802,56,1800,55,1746,67,1693,68,1626,159,485
2010,99,677,66,1777,66,1720,84,1663,73,1609,104,743
2009,31,1740,21,1940,23,1867,28,1812,22,1769,,
2008,62,515,44,1823,51,1745,55,1708,28,1717,,
2007,44,643,40,1872,40,1806,41,1770,55,1631,,
2006,100,289,88,1716,87,1654,110,1591,63,1604,,
2005,121,292,128,1639,121,1592,173,1491,76,1584,,
2004,316,76,196,1530,191,1476,191,1466,,,,
2003,384,45,,,,,,,,,,
2002,643,15,,,,,,,,,,
