Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2021 Gdynia R32,L vs Falkowska,13.0%,21.7%,26.3%,17.9%,28.6%,26.1%,23.5%,27.3%,33.3%,6.3%,12.5%,26.7%,25.0%,41.7%,100.0%,-55
2020 Australian Open R128,L vs Rodionova,22.2%,33.3%,40.8%,25.8%,40.3%,45.7%,45.2%,54.8%,57.1%,19.4%,25.8%,32.0%,21.4%,47.1%,50.0%,68
2018 Indian Wells 125K F,L vs Errani,19.0%,34.5%,41.9%,23.5%,47.1%,61.5%,47.6%,61.5%,33.3%,15.0%,20.0%,11.8%,37.5%,58.3%,0.0%,25
2018 Brisbane R32,L vs Bellis,21.1%,26.8%,38.0%,27.9%,34.9%,41.9%,25.0%,42.1%,50.0%,13.6%,18.2%,31.6%,18.2%,63.6%,50.0%,5
2016 Eastbourne R16,L vs Cibulkova,34.2%,42.5%,34.1%,41.2%,51.0%,33.3%,30.0%,38.7%,20.0%,22.2%,27.8%,35.7%,40.0%,62.5%,0.0%,90
2016 Strasbourg R16,L vs Vesnina,21.4%,37.1%,49.0%,36.1%,50.0%,52.2%,52.6%,41.2%,50.0%,7.1%,28.6%,46.2%,30.0%,66.7%,100.0%,-51
2016 Istanbul R16,L vs Kucova,9.5%,15.8%,45.8%,10.0%,14.3%,44.4%,41.2%,50.0%,60.0%,9.1%,22.7%,50.0%,33.3%,70.0%,-,-27
2016 Indian Wells R32,W vs Tsurenko,12.8%,16.8%,44.0%,13.6%,18.2%,44.7%,21.1%,36.0%,50.0%,14.3%,17.9%,41.7%,26.7%,76.9%,75.0%,9
2015 Beijing R16,L vs Keys,27.6%,31.0%,36.1%,26.8%,31.7%,40.0%,21.1%,63.6%,100.0%,45.5%,45.5%,16.7%,40.0%,66.7%,100.0%,220
2015 US Open R64,L vs Halep,23.4%,26.6%,42.2%,37.1%,37.1%,36.4%,25.0%,26.3%,0.0%,8.0%,16.0%,47.8%,16.7%,15.4%,0.0%,-39
2015 Stanford R32,L vs Svitolina,13.1%,22.4%,49.4%,17.1%,28.6%,55.2%,44.1%,41.7%,28.6%,6.5%,12.9%,37.9%,6.3%,33.3%,75.0%,-56
2015 Charleston R32,L vs Keys,26.3%,28.1%,25.6%,34.4%,37.5%,33.3%,33.3%,60.0%,75.0%,18.2%,18.2%,16.7%,20.0%,85.7%,0.0%,41
2015 Antwerp Q3,W vs Pfizenmaier,17.9%,28.2%,67.9%,22.7%,36.4%,76.5%,57.1%,26.7%,-,15.4%,23.1%,54.5%,0.0%,60.0%,0.0%,17
Career (13 matches),,19.3%,27.1%,42.2%,23.9%,32.7%,45.5%,35.3%,44.1%,48.4%,13.9%,21.3%,36.0%,22.9%,55.1%,56.5%,13
