Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,213,92,121,43.2%,223-266,45.6%,2279-2362,49.1%,28-36,43.8%,172,62.2%,35.8%,3.0%,6.8%,61.4%,62.8%,43.1%,55.2%,43.5%,49.5%,0.97
Clay,96,37,59,38.5%,92-130,41.4%,960-1080,47.1%,6-11,35.3%,80,56.8%,37.1%,2.7%,6.0%,61.6%,60.5%,44.2%,54.3%,44.5%,49.6%,0.97
Grass,36,17,19,47.2%,38-48,44.2%,405-439,48.0%,4-8,33.3%,35,69.8%,26.0%,3.6%,4.8%,64.5%,65.4%,42.9%,57.4%,39.9%,48.9%,0.94
Carpet,3,2,1,66.7%,4-3,57.1%,35-32,52.2%,1-0,100.0%,3,-,-,1.4%,5.6%,50.7%,69.4%,51.4%,60.6%,41.7%,50.8%,1.06
Grand Slams,68,29,39,42.6%,65-88,42.5%,699-757,48.0%,9-11,45.0%,63,61.6%,35.8%,2.9%,5.7%,63.0%,63.4%,41.7%,55.4%,42.6%,49.1%,0.95
Premiers,127,51,76,40.2%,125-171,42.2%,1350-1459,48.1%,10-24,29.4%,118,60.6%,32.3%,3.0%,5.9%,61.2%,62.4%,44.6%,55.4%,42.6%,49.2%,0.96
Internationals,115,52,63,45.2%,122-138,46.9%,1187-1239,48.9%,11-16,40.7%,93,61.5%,37.9%,3.1%,6.7%,61.7%,62.8%,43.9%,55.6%,44.2%,50.0%,1.00
Finals,2,2,0,100.0%,4-1,80.0%,29-26,52.7%,2-0,100.0%,2,80.0%,40.0%,5.1%,5.1%,68.0%,70.2%,45.6%,62.4%,41.6%,51.5%,1.11
Semi-finals,3,2,1,66.7%,3-2,60.0%,26-24,52.0%,1-1,50.0%,3,87.5%,33.3%,2.2%,6.6%,68.1%,66.1%,44.8%,59.3%,42.0%,51.3%,1.03
Quarter-finals,19,3,16,15.8%,8-33,19.5%,151-231,39.5%,1-2,33.3%,14,51.1%,36.4%,2.5%,5.8%,60.4%,58.4%,43.4%,52.5%,39.6%,46.1%,0.83
vs Righties,314,131,183,41.7%,319-406,44.0%,3293-3539,48.2%,38-48,44.2%,263,60.1%,36.2%,2.8%,6.2%,61.8%,62.1%,43.2%,54.9%,43.6%,49.3%,0.97
vs Lefties,29,15,14,51.7%,31-34,47.7%,316-311,50.4%,1-6,14.3%,23,74.4%,25.6%,4.9%,6.6%,61.8%,67.9%,45.0%,59.2%,40.5%,50.3%,0.99
vs Top 10,33,8,25,24.2%,20-53,27.4%,288-392,42.4%,2-5,28.6%,29,55.0%,36.8%,1.8%,5.9%,60.1%,61.0%,41.1%,53.1%,40.5%,46.9%,0.86
