Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,1,84.6%,7.1%,1.4%,6.8%,60.3%,70.5%,65.5%,68.5%,31.8%,48.4%,1.01,R32 (Monterrey)
2023,2,0,2,0.0%,1-4,20.0%,16-25,39.0%,0-0,-,2,42.9%,35.0%,0.0%,6.5%,61.7%,54.7%,35.6%,47.4%,40.2%,44.4%,0.76,R32 (2x)
2021,3,1,2,33.3%,3-4,42.9%,28-37,43.1%,0-0,-,3,48.6%,25.7%,2.4%,3.9%,58.0%,54.1%,44.9%,50.2%,39.9%,45.3%,0.80,R32 (2x)
2020,13,5,8,38.5%,12-19,38.7%,142-152,48.3%,1-4,20.0%,13,62.8%,34.0%,2.6%,7.5%,59.8%,64.2%,40.4%,54.6%,42.2%,48.7%,0.93,QF (Shenzhen)
2019,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-1,0.0%,2,47.4%,26.3%,3.8%,11.3%,48.9%,58.5%,35.3%,46.6%,41.2%,43.9%,0.77,R32 (2x)
2018,18,5,13,27.8%,15-29,34.1%,190-228,45.5%,3-1,75.0%,18,61.7%,28.5%,2.4%,7.4%,60.8%,62.2%,42.5%,54.4%,41.4%,48.1%,0.91,R16 (Istanbul)
2017,27,13,14,48.1%,30-31,49.2%,293-301,49.3%,3-4,42.9%,27,61.3%,40.4%,3.4%,7.4%,62.1%,62.6%,43.5%,55.4%,44.7%,50.1%,1.00,W (Tashkent)
2016,35,18,17,51.4%,42-43,49.4%,419-390,51.8%,3-6,33.3%,32,61.9%,39.2%,3.1%,5.6%,65.0%,61.7%,43.3%,55.3%,44.8%,50.0%,1.00,R16 (4x)
2015,22,8,14,36.4%,20-29,40.8%,228-239,48.8%,1-7,12.5%,14,64.5%,32.8%,2.1%,7.4%,69.4%,64.0%,48.0%,59.1%,40.5%,50.2%,0.99,QF (2x)
2014,2,0,2,0.0%,2-4,33.3%,24-28,46.2%,0-0,-,2,-,-,0.6%,7.1%,63.5%,67.6%,29.0%,53.5%,43.1%,47.9%,0.93,R32 (2x)
2012,21,7,14,33.3%,17-32,34.7%,219-269,44.9%,4-5,44.4%,18,-,-,2.3%,8.5%,64.4%,61.0%,34.6%,51.6%,44.5%,48.1%,0.92,R16 (3x)
2011,26,16,10,61.5%,35-19,64.8%,277-226,55.1%,3-1,75.0%,23,-,-,2.3%,6.0%,66.0%,64.5%,44.2%,57.6%,45.8%,52.0%,1.08,SF (Bad Gastein)
2010,25,8,17,32.0%,20-35,36.4%,228-277,45.1%,2-6,25.0%,21,-,-,3.9%,6.5%,61.3%,60.8%,42.9%,53.9%,43.6%,48.7%,0.94,R16 (3x)
2009,45,24,21,53.3%,56-50,52.8%,499-491,50.4%,9-3,75.0%,42,-,-,2.6%,4.7%,63.5%,61.9%,44.4%,55.5%,44.4%,50.1%,1.00,QF (2x)
2008,37,16,21,43.2%,37-48,43.5%,378-418,47.5%,5-5,50.0%,33,-,-,3.4%,5.2%,58.3%,64.6%,46.0%,56.9%,40.7%,48.9%,0.94,W (Birmingham)
2007,33,13,20,39.4%,33-46,41.8%,349-380,47.9%,3-5,37.5%,27,-,-,3.4%,5.8%,56.9%,63.9%,44.8%,55.7%,43.5%,49.9%,0.98,QF (2x)
2006,16,6,10,37.5%,16-22,42.1%,180-198,47.6%,1-3,25.0%,8,-,-,3.5%,7.2%,55.2%,60.2%,46.7%,54.1%,43.3%,49.1%,0.94,QF (Tashkent)
2005,15,7,8,46.7%,15-18,45.5%,148-157,48.5%,1-2,33.3%,4,-,-,5.6%,6.3%,51.7%,67.3%,45.9%,57.0%,40.2%,48.5%,0.93,QF (2x)
2004,2,0,2,0.0%,0-4,0.0%,9-25,26.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
2003,3,1,2,33.3%,2-4,33.3%,26-32,44.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (Pattaya)
Career,348,148,200,42.5%,357-447,44.4%,3679-3913,48.5%,39-55,41.5%,290,61.5%,35.3%,3.0%,6.3%,61.7%,62.6%,43.5%,55.3%,43.3%,49.4%,0.97,
