Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Australian Open R128,L vs Garcia,88.4,92.0,8.6,96.3,96.9,106,77,77.8,4.6,76.0,,87,70
2016 US Open R32,L vs Sevastova,85.6,90.4,8.3,98.8,89.8,105,75,76.1,5.7,75.0,,86,63
2016 US Open R64,W vs Zheng,88.7,91.7,9.8,,,107,69,80.4,8.0,,,96,67
2016 Wimbledon R128,L vs Vandeweghe,91.8,96.6,5.9,98.5,93.5,108,85,83.3,7.1,86.1,84.0,98,70
2016 Roland Garros R64,L vs Beck,88.6,92.1,8.4,,,105,69,77.2,6.1,,,87,67
2016 Roland Garros R128,W vs Vinci,83.8,88.6,11.4,,,103,65,75.5,8.2,,,92,62
2016 Australian Open R32,L vs Bencic,91.1,98.5,5.6,,,107,83,76.0,5.5,,,88,66
2016 Australian Open R64,W vs Kuznetsova,93.8,95.8,9.4,,,107,70,76.7,1.8,,,79,73
2016 Australian Open R128,W vs Tomljanovic,88.0,92.7,9.1,,,106,72,76.1,6.3,,,85,62
2015 US Open R64,L vs Halep,90.0,97.0,6.5,,,106,76,80.9,4.1,,,87,69
2012 Wimbledon R64,L vs Ivanovic,92.8,,,,,107,,,,,,,75
2011 US Open R64,L vs Zvonareva,88.4,93.1,6.8,,,104,78,72.9,6.4,,,89,63
2011 Australian Open R128,L vs Peng,88.2,93.5,7.4,,,105,75,75.7,6.3,,,92,66
Career (13 matches),,89.3,93.6,8.1,97.8,94.0,108,65,77.7,6.1,82.9,84.0,98,62
