Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2005 WTA Tour Championships F,L vs Mauresmo,44,57,0.8,17.9%,23.2%,40,57,0.7,17.4%,24.8%,9.6%,7.8%,1.0,14.6%,14.6%
2005 Moscow F,W vs Schiavone,25,21,1.2,21.6%,18.1%,22,18,1.2,21.2%,17.3%,12.5%,8.7%,1.4,14.7%,10.3%
2005 US Open F,L vs Clijsters,7,20,0.4,7.3%,20.8%,6,19,0.3,6.9%,21.8%,2.3%,4.6%,1.3,15.6%,12.5%
2005 US Open SF,W vs Dementieva,32,29,1.1,21.5%,19.5%,28,26,1.1,20.9%,19.4%,11.2%,2.2%,0.9,16.8%,18.8%
2005 San Diego F,W vs Sugiyama,34,24,1.4,34.7%,24.5%,30,20,1.5,34.9%,23.3%,25.6%,9.3%,0.5,5.1%,10.2%
2005 Wimbledon QF,L vs Williams,23,22,1.0,16.8%,16.1%,22,17,1.3,17.3%,13.4%,11.0%,6.3%,1.5,16.1%,10.9%
2005 Roland Garros F,L vs Henin,10,26,0.4,11.0%,28.6%,9,21,0.4,11.3%,26.3%,3.8%,6.3%,1.0,14.3%,14.3%
2005 Roland Garros SF,W vs Likhovtseva,26,7,3.7,31.3%,8.4%,26,6,4.3,34.2%,7.9%,18.4%,14.5%,0.9,12.0%,13.3%
2000 Roland Garros F,W vs Martinez,33,31,1.1,22.0%,20.7%,33,28,1.2,22.6%,19.2%,9.6%,13.0%,0.6,10.7%,17.3%
2000 Roland Garros SF,W vs Hingis,32,45,0.7,17.6%,24.7%,29,38,0.8,17.6%,23.0%,9.1%,8.5%,0.7,11.5%,17.6%
2000 Roland Garros QF,W vs Seles,35,17,2.1,20.7%,10.1%,29,13,2.2,19.7%,8.8%,10.2%,8.8%,1.3,23.7%,18.3%
2000 Hilton Head F,W vs Sanchez Vicario,27,14,1.9,32.5%,16.9%,23,13,1.8,29.5%,16.7%,20.5%,9.0%,0.5,6.0%,13.3%
2000 Indian Wells SF,L vs Hingis,20,17,1.2,21.1%,17.9%,16,14,1.1,19.3%,16.9%,7.2%,12.0%,1.4,13.7%,9.5%
1999 Rome F,L vs Williams,19,15,1.3,17.6%,13.9%,16,14,1.1,18.2%,15.9%,10.2%,8.0%,1.8,27.8%,15.7%
1999 Australian Open QF,L vs Hingis,28,15,1.9,20.1%,10.8%,25,13,1.9,19.7%,10.2%,9.4%,10.2%,2.6,24.5%,9.4%
1998 Kremlin Cup F,W vs Seles,32,20,1.6,22.1%,13.8%,28,19,1.5,21.5%,14.6%,12.3%,8.5%,1.0,20.0%,20.0%
1997 WTA Tour Championships F,L vs Novotna,33,16,2.1,17.3%,8.4%,30,15,2.0,17.9%,8.9%,10.7%,7.1%,2.1,19.9%,9.4%
1997 Roland Garros R128,W vs Panova,24,36,0.7,15.4%,23.1%,21,31,0.7,15.1%,22.3%,5.0%,10.1%,0.5,9.6%,17.9%
1997 Rome F,W vs Martinez,31,20,1.6,30.4%,19.6%,31,19,1.6,31.0%,19.0%,13.0%,18.0%,0.9,11.8%,12.7%
1997 Australian Open F,L vs Hingis,15,24,0.6,15.3%,24.5%,14,22,0.6,15.7%,24.7%,7.9%,7.9%,2.2,28.6%,13.3%
Career (29 matches),,711,670,1.1,19.7%,18.5%,653,606,1.1,19.8%,18.3%,10.4%,8.9%,1.0,16.2%,16.2%
