Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,17,9,8,52.9%,20-15,57.1%,175-164,51.6%,5-3,62.5%,16,-,-,5.4%,2.1%,66.9%,67.6%,47.8%,61.1%,41.8%,51.3%,1.07,F (Paris)
2005,56,43,13,76.8%,87-35,71.3%,656-473,58.1%,7-6,53.8%,28,-,-,4.6%,2.2%,68.6%,68.6%,52.8%,63.6%,45.2%,54.1%,1.24,W (2x)
2004,43,26,17,60.5%,55-36,60.4%,457-363,55.7%,2-5,28.6%,8,-,-,2.7%,3.3%,65.3%,70.7%,52.6%,64.4%,43.2%,53.5%,1.22,W (s Hertogenbosch)
2003,43,25,18,58.1%,55-42,56.7%,472-419,53.0%,3-8,27.3%,9,-,-,6.1%,3.0%,64.5%,68.1%,54.4%,63.2%,43.1%,52.9%,1.17,SF (2x)
2002,27,14,13,51.9%,33-27,55.0%,289-268,51.9%,1-4,20.0%,0,,,,,,,,,,,,QF (Roland Garros)
2001,14,6,8,42.9%,15-16,48.4%,135-139,49.3%,2-0,100.0%,0,,,,,,,,,,,,SF (Canberra)
2000,40,29,11,72.5%,59-25,70.2%,458-298,60.6%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
1999,65,45,20,69.2%,86-43,66.7%,653-476,57.8%,12-6,66.7%,0,,,,,,,,,,,,W (Linz)
1998,47,35,12,74.5%,65-30,68.4%,476-320,59.8%,4-6,40.0%,0,,,,,,,,,,,,W (4x)
1997,63,46,17,73.0%,90-42,68.2%,665-480,58.1%,8-3,72.7%,0,,,,,,,,,,,,W (Rome)
1996,32,19,13,59.4%,41-30,57.7%,342-299,53.4%,3-2,60.0%,0,,,,,,,,,,,,F (Amelia Island)
1995,53,37,16,69.8%,79-32,71.2%,570-387,59.6%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
1994,63,45,18,71.4%,92-41,69.2%,684-444,60.6%,5-1,83.3%,0,,,,,,,,,,,,F (5x)
1993,53,38,15,71.7%,75-31,70.8%,555-352,61.2%,6-9,40.0%,0,,,,,,,,,,,,W (Filderstadt)
1992,45,34,11,75.6%,69-20,77.5%,473-278,63.0%,5-5,50.0%,0,,,,,,,,,,,,W (3x)
1991,32,23,9,71.9%,47-22,68.1%,342-241,58.7%,5-1,83.3%,0,,,,,,,,,,,,W (Palermo)
1990,13,6,7,46.2%,13-15,46.4%,128-114,52.9%,1-0,100.0%,0,,,,,,,,,,,,SF (Athens)
1989,3,0,3,0.0%,1-6,14.3%,25-42,37.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,709,480,229,67.7%,982-508,65.9%,7555-5557,57.6%,74-63,54.0%,61,-,-,4.8%,2.4%,67.2%,68.5%,51.7%,63.0%,43.8%,53.1%,1.18,
