Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2005 WTA Championships F,L vs Mauresmo,69.9%,54.0%,0.0%,0/0,2.30,51.3%,64.5%,49.0%,0.0%,2.14,70.0%,81.0%,58.8%,0.0%,2.60,17.9%
2005 Moscow F,W vs Schiavone,81.4%,52.1%,0.0%,0/0,2.36,10.0%,86.2%,44.0%,0.0%,2.32,7.1%,82.1%,60.9%,0.0%,2.46,16.7%
2005 US Open F,L vs Clijsters,55.3%,50.0%,0.0%,0/0,2.08,14.6%,45.5%,40.0%,0.0%,2.17,22.2%,91.7%,63.6%,0.0%,1.91,0.0%
2005 US Open SF,W vs Dementieva,70.1%,46.3%,5.2%,2/2,2.52,0.0%,81.3%,43.6%,2.1%,2.55,0.0%,71.4%,53.3%,14.3%,2.47,0.0%
2005 San Diego F,W vs Sugiyama,78.4%,75.9%,0.0%,0/0,2.14,4.7%,87.5%,66.7%,0.0%,2.12,6.5%,88.9%,100.0%,0.0%,2.20,0.0%
2005 Wimbledon QF,L vs Williams,73.0%,34.8%,9.5%,4/2,2.22,0.0%,71.7%,28.9%,3.8%,2.13,0.0%,88.9%,62.5%,44.4%,2.36,0.0%
2005 Roland Garros F,L vs Henin,65.1%,32.1%,14.0%,4/2,2.11,8.8%,64.0%,25.0%,16.0%,2.16,12.0%,80.0%,41.7%,13.3%,1.97,0.0%
2005 Roland Garros SF,W vs Likhovtseva,70.2%,69.7%,0.0%,0/0,2.28,0.0%,70.4%,63.2%,0.0%,2.28,0.0%,87.5%,78.6%,0.0%,2.28,0.0%
2000 Roland Garros F,W vs Martinez,90.0%,56.8%,1.1%,1/0,2.12,30.0%,91.0%,57.4%,0.0%,2.12,30.8%,90.9%,55.0%,4.5%,2.15,27.3%
2000 Roland Garros SF,W vs Hingis,83.7%,57.5%,0.0%,0/0,2.39,0.0%,85.9%,55.2%,0.0%,2.23,0.0%,100.0%,65.0%,0.0%,2.61,0.0%
2000 Roland Garros QF,W vs Seles,72.4%,39.7%,4.6%,2/2,2.37,6.8%,80.8%,33.3%,0.0%,2.48,11.1%,77.8%,52.4%,14.8%,2.20,0.0%
2000 Hilton Head F,W vs Sanchez Vicario,93.2%,70.7%,0.0%,0/0,2.59,20.0%,96.9%,64.5%,0.0%,2.61,33.3%,83.3%,90.0%,0.0%,2.57,0.0%
2000 Indian Wells SF,L vs Hingis,58.7%,40.7%,13.0%,5/1,2.35,4.4%,60.0%,44.4%,13.3%,2.31,5.9%,75.0%,33.3%,16.7%,2.46,0.0%
1999 Rome F,L vs Williams,48.1%,56.0%,19.2%,0/10,2.63,2.1%,42.3%,54.5%,19.2%,2.61,3.0%,66.7%,57.1%,23.8%,2.68,0.0%
1999 Australian Open QF,L vs Hingis,74.0%,50.0%,16.4%,5/7,2.55,3.8%,78.6%,39.4%,16.7%,2.44,5.3%,77.8%,66.7%,18.5%,2.85,0.0%
1998 Moscow F,W vs Seles,64.2%,48.8%,6.0%,2/2,2.67,17.9%,65.9%,37.0%,4.9%,2.78,24.3%,80.0%,68.8%,10.0%,2.47,5.3%
1997 WTA Tour Championships F,L vs Novotna,61.1%,42.0%,6.2%,1/6,2.57,96.4%,56.8%,39.1%,2.5%,2.47,100.0%,85.2%,47.8%,18.5%,2.75,89.5%
1997 Roland Garros R128,W vs Panova,71.1%,56.3%,0.0%,0/0,2.89,0.0%,86.5%,53.3%,0.0%,3.03,0.0%,65.5%,63.2%,0.0%,2.65,0.0%
1997 Rome F,W vs Martinez,91.7%,68.2%,0.0%,0/0,2.35,51.0%,92.5%,64.9%,0.0%,2.50,65.6%,87.5%,85.7%,0.0%,2.06,23.5%
1997 Australian Open F,L vs Hingis,77.6%,34.2%,8.2%,0/4,2.24,4.8%,80.0%,29.2%,6.7%,2.16,7.4%,87.5%,42.9%,12.5%,2.39,0.0%
Career (29 matches),,74.2%,53.2%,4.2%,43.9%,2.32,19.8%,77.7%,49.7%,3.0%,2.31,24.0%,82.1%,60.3%,7.7%,2.34,10.3%
