Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,31,18,13,58.1%,39-29,57.4%,348-295,54.1%,5-6,45.5%,30,66.1%,42.9%,3.4%,4.5%,59.5%,64.2%,46.4%,57.0%,47.3%,52.1%,1.10,W (W50 Santo Domingo)
2024,45,31,14,68.9%,65-35,65.0%,497-410,54.8%,3-4,42.9%,2,60.0%,23.1%,7.8%,1.1%,50.0%,71.1%,42.2%,56.7%,38.8%,48.0%,0.90,W (3x)
2023,10,10,0,100.0%,20-1,95.2%,125-45,73.5%,0-0,-,0,,,,,,,,,,,,W (2x)
2022,8,5,3,62.5%,11-9,55.0%,103-97,51.5%,0-1,0.0%,0,,,,,,,,,,,,F (W15 Lubbock TX)
2021,17,12,5,70.6%,26-11,70.3%,201-162,55.4%,4-2,66.7%,0,,,,,,,,,,,,W (W15 Cairo)
2019,24,14,10,58.3%,34-23,59.6%,274-228,54.6%,4-2,66.7%,0,,,,,,,,,,,,F (2x)
2018,8,3,5,37.5%,7-11,38.9%,84-94,47.2%,1-3,25.0%,0,,,,,,,,,,,,QF (Santa Margherita Di Pula $25K)
2017,3,1,2,33.3%,3-4,42.9%,37-33,52.9%,0-2,0.0%,0,,,,,,,,,,,,R16 (Gatineau $25K)
2016,6,2,4,33.3%,4-9,30.8%,47-62,43.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2015,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Gainesville FL $10K)
Career,153,96,57,62.7%,209-134,60.9%,1721-1438,54.5%,17-21,44.7%,32,65.9%,42.2%,3.6%,4.3%,59.1%,64.5%,46.2%,57.0%,46.9%,52.0%,1.09,
