Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Wimbledon R128,L vs Sabalenka,10% (1/10),0% (0/1),0/3,33% (3/9),0% (0/3),0/0,0/0,1/1,0/0,0/0
2024 W75+H Granby R16,W vs Boulais,63% (5/8),100% (5/5),1/2,22% (2/9),0% (0/2),3/4,1/1,0/0,1/1,0/0
2019 W25 Jackson MS R32,L vs Lee,33% (3/9),67% (2/3),1/4,75% (6/8),17% (1/6),1/2,0/0,1/2,0/0,1/1
2019 W15 Cancun SF,L vs Gonzalez,46% (6/13),67% (4/6),2/5,50% (7/14),14% (1/7),3/4,1/1,1/2,0/0,0/1
2019 W15 Cancun QF,W vs Berankova,43% (6/14),100% (6/6),1/5,43% (6/14),17% (1/6),3/4,0/0,1/1,0/0,0/0
2019 W15 Cancun R16,W vs Ganga,88% (7/8),100% (7/7),3/4,44% (4/9),0% (0/4),4/6,1/1,0/0,1/1,0/0
2019 W15 Cancun R32,W vs Garcia Mendez,70% (7/10),71% (5/7),2/2,33% (3/9),33% (1/3),3/4,1/2,0/0,0/1,0/0
2017 Gatineau $25K R16,L vs Sekulic,38% (6/16),100% (6/6),4/5,53% (8/15),38% (3/8),2/4,0/0,1/1,0/0,1/1
2017 Gatineau $25K R32,W vs Craciun,63% (5/8),100% (5/5),1/1,25% (2/8),50% (1/2),2/3,0/0,0/0,0/0,0/0
2016 Evansville IN $10K R16,L vs Imanishi,38% (3/8),67% (2/3),2/5,78% (7/9),14% (1/7),1/2,0/0,1/2,0/0,0/1
2016 El Paso TX $25K R16,L vs Marand,50% (4/8),50% (2/4),2/5,100% (7/7),14% (1/7),1/2,0/0,0/1,0/0,0/0
2016 El Paso TX $25K R32,W vs Schmidt,63% (5/8),100% (5/5),1/1,38% (3/8),67% (2/3),4/4,1/1,0/0,1/1,0/0
2016 Rancho Santa Fe CA $25K R32,L vs Muhammad,25% (2/8),100% (2/2),0/4,89% (8/9),25% (2/8),1/2,0/0,0/2,0/0,0/1
2025 (1 matches),,10.0%,0.0%,0.0%,33.3%,0.0%,-,-,100.0%,-,-
2024 (1 matches),,62.5%,100.0%,50.0%,22.2%,0.0%,75.0%,100.0%,-,100.0%,-
2019 (5 matches),,53.7%,82.8%,45.0%,48.1%,15.4%,70.0%,75.0%,60.0%,50.0%,50.0%
2017 (2 matches),,45.8%,100.0%,83.3%,43.5%,40.0%,57.1%,-,100.0%,-,100.0%
2016 (4 matches),,43.8%,78.6%,33.3%,75.8%,24.0%,70.0%,100.0%,20.0%,100.0%,0.0%
Career (13 matches),,46.9%,85.0%,43.5%,51.6%,21.2%,68.3%,83.3%,50.0%,75.0%,40.0%
