Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1984,351,,,,,,,,,,,,,
1983,90,,42,1841,,,30,1849,,,,,,
1982,55,,81,1765,84,1681,46,1781,,,,,,
1981,25,,19,1964,24,1851,12,1971,,,,,,
1980,12,,14,2031,12,1946,10,2046,,,,,,
1979,10,,6,2097,7,1999,6,2093,,,,,,
1978,6,,8,2072,9,1962,6,2085,,,,,,
1977,7,,7,2099,6,1998,6,2090,,,,,,
1976,9,,9,2095,12,1928,7,2096,,,,,,
1975,18,,8,2075,13,1908,9,2046,22,1847,,,,
1974,22,,20,1972,20,1880,16,1943,30,1820,,,,
1973,28,,20,1948,11,1919,23,1885,42,1772,,,,
