Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,6,1,5,16.7%,3-10,23.1%,64-78,45.1%,1-5,16.7%,0,,,,,,,,,,,
Clay,29,17,12,58.6%,38-26,59.4%,327-275,54.3%,4-2,66.7%,0,,,,,,,,,,,
Finals,1,1,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,0,,,,,,,,,,,
Semi-finals,2,1,1,50.0%,2-1,66.7%,18-13,58.1%,0-0,-,0,,,,,,,,,,,
Quarter-finals,4,2,2,50.0%,4-5,44.4%,43-50,46.2%,2-0,100.0%,0,,,,,,,,,,,
vs Righties,16,6,10,37.5%,16-22,42.1%,189-198,48.8%,3-5,37.5%,0,,,,,,,,,,,
vs Lefties,3,2,1,66.7%,4-2,66.7%,36-31,53.7%,2-1,66.7%,0,,,,,,,,,,,
