Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Gonzalo Villanueva [ARG],5,6,45.5%,3,0,3,0.0%,2017,2025,8,0.97,3.0%,1.4%,69.5%,60.2%,49.7%,57.0%,41.9%,54.1%,47.5%
10,Camilo Ugo Carabelli [ARG],3,7,30.0%,1,1,0,100.0%,2017,2024,4,0.78,1.2%,1.2%,71.4%,58.8%,33.8%,51.6%,37.7%,42.4%,42.9%
8,Roman Andres Burruchaga [ARG],2,6,25.0%,3,2,1,66.7%,2020,2026,7,0.87,0.0%,1.9%,72.3%,54.3%,40.0%,50.4%,43.0%,39.6%,42.9%
8,Santiago Fa Rodriguez Taverna [ARG],5,3,62.5%,3,2,1,66.7%,2018,2025,4,1.20,0.7%,2.0%,78.0%,65.7%,55.4%,63.4%,43.8%,70.0%,60.7%
8,Juan Pablo Varillas [PER],2,6,25.0%,1,0,1,0.0%,2017,2025,5,0.74,3.5%,4.1%,58.8%,62.7%,44.0%,55.0%,33.1%,60.0%,36.4%
7,Andrea Collarini [ARG],3,4,42.9%,4,2,2,50.0%,2017,2026,7,0.91,3.2%,2.2%,64.8%,64.3%,44.4%,57.3%,39.0%,60.0%,52.5%
7,Tomas Barrios Vera [CHI],1,6,14.3%,1,0,1,0.0%,2016,2025,4,0.68,2.6%,3.4%,63.0%,56.1%,44.8%,51.9%,32.6%,48.5%,46.7%
6,Hernan Casanova [ARG],1,5,16.7%,2,1,1,50.0%,2017,2025,2,0.85,0.0%,0.7%,75.5%,49.5%,38.2%,46.8%,45.3%,57.7%,41.2%
6,Facundo Mena [ARG],2,4,33.3%,1,1,0,100.0%,2017,2023,4,0.81,2.5%,4.3%,55.4%,60.4%,50.8%,56.1%,35.6%,63.2%,31.3%
6,Francisco Comesana [ARG],4,2,66.7%,0,0,0,-,2018,2023,2,0.74,0.0%,2.5%,66.1%,61.3%,36.6%,52.9%,35.0%,60.0%,40.0%
6,Gabriel Alejandro Hidalgo [ARG],4,2,66.7%,1,1,0,100.0%,2015,2023,0,,,,,,,,,,
6,Franco Emanuel Egea [ARG],4,2,66.7%,3,1,2,33.3%,2016,2023,0,,,,,,,,,,
5,Murkel Alejandro Dellien Velasco [BOL],3,2,60.0%,0,0,0,-,2022,2025,5,1.05,0.9%,3.1%,66.3%,63.0%,50.9%,58.9%,43.0%,54.5%,48.7%
5,Orlando Luz [BRA],3,2,60.0%,4,3,1,75.0%,2017,2024,3,0.88,4.4%,3.0%,71.2%,67.9%,47.4%,62.0%,33.6%,50.0%,35.0%
5,Matheus Pucinelli De Almeida [BRA],3,2,60.0%,0,0,0,-,2021,2023,5,0.96,1.8%,2.3%,59.4%,63.1%,55.3%,59.9%,38.6%,65.8%,48.4%
