Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Vicenza CH R16,L vs Andreev,0.93,0.66,50.7,2.3,3.0%,51.5%,7.4%,51.9%,40.7%,26.1%
2023 Roland Garros R128,W vs Mpetshi Perricard,1.08,1.17,45.8,5.7,0.0%,69.9%,1.2%,63.1%,34.5%,37.8%
2019 M15 Eupen QF,W vs Hardt,1.02,1.17,60.1,4.0,-,48.1%,-,70.5%,53.8%,42.3%
2019 M15 Eupen R16,W vs De Krom,1.04,1.55,44.3,2.2,-,65.5%,-,80.8%,33.3%,48.1%
2019 M15 Buenos Aires SF,W vs Casanova,1.17,1.21,88.6,5.5,-,63.1%,-,50.8%,43.9%,44.2%
2019 M15 Buenos Aires R16,W vs Bramajo,1.04,1.66,37.8,2.1,-,56.0%,-,72.0%,59.3%,56.0%
2019 M15 Tabarka QF,L vs Baez,0.97,0.69,43.2,3.2,-,53.6%,-,37.9%,48.1%,27.3%
2019 M15 Tabarka R16,W vs Battaglino,1.41,1.44,41.2,2.4,-,56.1%,-,59.0%,40.5%,47.1%
2019 M15 Tabarka R32,W vs De Krom,1.45,1.42,48.2,4.2,-,69.2%,-,59.4%,36.4%,32.1%
2019 M15 Tabarka SF,W vs Baez,1.23,1.65,39.9,2.7,-,69.7%,-,53.3%,32.1%,72.0%
2019 M15 Tabarka R16,W vs Lopez Morillo,1.25,1.50,24.6,2.1,-,58.0%,-,58.3%,51.0%,48.8%
2019 M15 Tabarka QF,W vs Dembek,1.09,1.39,51.7,2.4,-,46.9%,-,72.4%,43.2%,61.9%
2019 M15 Tabarka R32,W vs Saffratti,1.24,1.63,44.0,2.2,-,68.8%,-,61.3%,51.9%,40.0%
2019 M15 Buenos Aires F,L vs Cerundolo,0.96,0.86,71.9,3.1,-,41.7%,-,60.5%,45.5%,43.6%
2019 M15 Buenos Aires R16,W vs Huertas Del Pino,1.05,1.32,49.5,2.4,-,60.0%,-,53.8%,56.3%,51.6%
2019 M15 Buenos Aires R16,L vs Cerundolo,0.86,0.79,62.0,2.2,2.6%,52.6%,0.0%,48.5%,48.7%,41.2%
2019 M15 Buenos Aires R32,W vs Aboian,1.26,1.68,50.2,2.3,5.6%,66.7%,0.0%,53.1%,45.8%,60.9%
2019 M15 Pinamar R16,L vs Lipovsek Puches,0.83,0.81,61.4,5.1,0.0%,46.5%,0.0%,55.0%,51.1%,45.5%
2019 M15 Pinamar R32,W vs Monzon,1.16,1.34,41.0,4.0,0.0%,52.5%,2.8%,66.7%,43.2%,51.4%
2019 M15 Pinamar R32,L vs Casanova,0.95,0.65,43.7,3.2,0.0%,41.7%,0.0%,43.5%,48.0%,28.6%
2024 (1 matches),,0.93,0.66,50.7,2.3,3.0%,51.5%,7.4%,51.9%,40.7%,26.1%
2023 (1 matches),,1.08,1.17,45.8,5.7,0.0%,69.9%,1.2%,63.1%,34.5%,37.8%
2019 (25 matches),,1.07,1.14,53.9,2.9,0.7%,57.2%,0.2%,57.3%,45.5%,45.6%
2016 (1 matches),,0.69,0.32,26.3,2.0,0.0%,47.8%,0.0%,47.8%,40.9%,5.0%
Career (28 matches),,1.06,1.10,52.6,2.9,0.7%,57.9%,0.5%,57.4%,44.4%,43.7%
