Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,9,6,60.0%,19-15,55.9%,170-163,51.1%,3-2,60.0%,15,70.6%,32.9%,1.6%,1.6%,77.9%,61.6%,49.2%,58.8%,41.8%,50.6%,1.02,W (Santiago)
2025,56,29,27,51.8%,59-65,47.6%,579-595,49.3%,6-7,46.2%,56,68.8%,30.3%,1.2%,1.4%,75.5%,60.7%,49.5%,58.0%,41.4%,49.6%,0.98,F (2x)
2024,49,23,26,46.9%,53-58,47.7%,512-544,48.5%,6-5,54.5%,49,67.9%,29.5%,2.1%,2.9%,68.3%,62.2%,48.5%,57.9%,41.6%,49.6%,0.99,SF (2x)
2023,32,15,17,46.9%,37-41,47.4%,379-393,49.1%,6-6,50.0%,32,71.2%,27.1%,2.1%,2.7%,64.2%,63.6%,49.9%,58.7%,39.6%,49.2%,0.96,W (Santo Domingo)
2022,50,25,25,50.0%,58-62,48.3%,549-585,48.4%,8-5,61.5%,50,66.3%,30.6%,2.3%,2.5%,63.7%,62.9%,46.5%,57.0%,41.6%,49.2%,0.97,W (Montevideo)
2021,29,15,14,51.7%,38-32,54.3%,335-328,50.5%,3-3,50.0%,29,72.4%,29.0%,5.0%,3.8%,56.6%,66.8%,51.4%,60.1%,41.6%,50.7%,1.04,SF (2x)
2020,3,2,1,66.7%,5-2,71.4%,40-29,58.0%,0-1,0.0%,3,71.4%,45.5%,1.6%,2.8%,62.3%,62.4%,46.3%,56.3%,49.2%,52.9%,1.13,R16 (Punta Del Este)
2019,7,3,4,42.9%,7-10,41.2%,79-91,46.5%,0-3,0.0%,7,72.3%,22.6%,2.3%,2.7%,62.9%,66.2%,48.1%,59.5%,38.4%,48.6%,0.95,R32 (3x)
2017,2,1,1,50.0%,3-2,60.0%,24-22,52.2%,0-0,-,2,60.9%,43.5%,1.4%,5.6%,66.2%,58.5%,43.8%,53.5%,47.5%,50.5%,1.02,R16 (Tigre)
Career,243,122,121,50.2%,279-287,49.3%,2667-2750,49.2%,32-32,50.0%,243,69.1%,29.8%,2.2%,2.5%,67.3%,62.7%,48.8%,58.1%,41.3%,49.7%,0.99,
