Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Vicenza CH R16,L vs Andreev,11% (1/9),100% (1/1),1/3,67% (6/9),33% (2/6),1/1,0/0,0/1,0/0,0/0
2023 Roland Garros R128,W vs Mpetshi Perricard,32% (8/25),50% (4/8),0/3,27% (7/26),57% (4/7),3/3,1/1,4/4,1/1,0/0
2019 M15 Eupen QF,W vs Hardt,64% (9/14),78% (7/9),2/3,31% (5/16),20% (1/5),4/5,1/1,0/0,1/1,0/0
2019 M15 Eupen R16,W vs De Krom,44% (4/9),75% (3/4),0/0,27% (3/11),67% (2/3),2/2,1/3,0/0,0/0,0/0
2019 M15 Buenos Aires SF,W vs Casanova,40% (6/15),83% (5/6),0/5,38% (6/16),17% (1/6),3/5,1/2,1/1,0/1,1/1
2019 M15 Buenos Aires R16,W vs Bramajo,75% (6/8),83% (5/6),1/1,44% (4/9),75% (3/4),3/4,1/1,0/0,1/1,0/0
2019 M15 Tabarka QF,L vs Baez,30% (3/10),67% (2/3),1/4,78% (7/9),14% (1/7),0/2,0/0,0/1,0/0,0/0
2019 M15 Tabarka R16,W vs Battaglino,38% (5/13),100% (5/5),1/3,43% (6/14),33% (2/6),3/4,1/1,0/2,1/1,0/0
2019 M15 Tabarka R32,W vs De Krom,25% (3/12),100% (3/3),0/2,31% (4/13),25% (1/4),3/3,2/2,0/1,1/1,0/0
2019 M15 Tabarka SF,W vs Baez,44% (4/9),100% (4/4),1/2,20% (2/10),0% (0/2),2/3,1/1,0/0,1/1,0/0
2019 M15 Tabarka R16,W vs Lopez Morillo,50% (8/16),100% (8/8),2/5,31% (5/16),0% (0/5),4/6,2/4,0/0,0/0,0/0
2019 M15 Tabarka QF,W vs Dembek,64% (7/11),86% (6/7),1/2,27% (3/11),33% (1/3),2/3,0/1,0/0,0/1,0/0
2019 M15 Tabarka R32,W vs Saffratti,63% (5/8),60% (3/5),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,1/1,0/0
2019 M15 Buenos Aires F,L vs Cerundolo,50% (6/12),83% (5/6),2/4,58% (7/12),29% (2/7),1/5,0/1,1/1,0/0,1/1
2019 M15 Buenos Aires R16,W vs Huertas Del Pino,78% (7/9),86% (6/7),1/3,44% (4/9),25% (1/4),2/4,0/1,0/0,0/1,0/0
2019 M15 Buenos Aires R16,L vs Cerundolo,42% (5/12),100% (5/5),3/6,50% (6/12),0% (0/6),1/4,0/0,0/0,0/0,0/0
2019 M15 Buenos Aires R32,W vs Aboian,56% (5/9),100% (5/5),1/2,56% (5/9),60% (3/5),2/3,0/0,0/0,0/0,0/0
2019 M15 Pinamar R16,L vs Lipovsek Puches,42% (5/12),100% (5/5),3/6,62% (8/13),13% (1/8),2/4,0/0,0/1,0/0,0/1
2019 M15 Pinamar R32,W vs Monzon,64% (7/11),71% (5/7),1/3,33% (4/12),25% (1/4),4/5,2/2,0/0,1/1,0/0
2019 M15 Pinamar R32,L vs Casanova,25% (2/8),100% (2/2),1/6,75% (6/8),0% (0/6),0/2,0/0,0/0,0/0,0/0
2024 (1 matches),,11.1%,100.0%,33.3%,66.7%,33.3%,100.0%,-,0.0%,-,-
2023 (1 matches),,32.0%,50.0%,0.0%,26.9%,57.1%,100.0%,100.0%,100.0%,100.0%,-
2019 (25 matches),,48.6%,81.3%,37.3%,41.8%,23.5%,63.1%,60.0%,54.5%,72.7%,66.7%
2016 (1 matches),,0.0%,-,0.0%,71.4%,20.0%,-,-,100.0%,-,-
Career (28 matches),,45.0%,79.7%,34.4%,41.9%,25.5%,64.8%,61.5%,64.7%,75.0%,66.7%
