Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1985 Mahwah F,W vs Graf,85.8%,54.9%,0.0%,0/0,1.94,54.3%,85.5%,57.7%,0.0%,1.94,68.2%,95.2%,45.0%,0.0%,1.92,30.8%
1985 Wimbledon SF,L vs Evert,79.6%,35.9%,2.0%,1/0,2.34,4.9%,81.1%,36.7%,2.7%,2.17,7.4%,81.8%,33.3%,0.0%,2.66,0.0%
Career (2 matches),,83.9%,49.2%,0.6%,100.0%,2.09,36.0%,84.2%,51.5%,0.8%,2.03,45.1%,90.6%,41.4%,0.0%,2.18,20.0%
