Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,11,3,8,27.3%,8-15,34.8%,87-112,43.7%,2-3,40.0%,0,,,,,,,,,,,,R16 (Birmingham)
1995,3,1,2,33.3%,1-3,25.0%,12-21,36.4%,1-0,100.0%,0,,,,,,,,,,,,R32 (Manhattan Beach)
1994,6,1,5,16.7%,3-11,21.4%,45-73,38.1%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1993,25,12,13,48.0%,27-29,48.2%,257-269,48.9%,1-4,20.0%,0,,,,,,,,,,,,R16 (4x)
1992,25,10,15,40.0%,26-32,44.8%,240-271,47.0%,2-3,40.0%,0,,,,,,,,,,,,R16 (3x)
1991,22,7,15,31.8%,18-29,38.3%,196-232,45.8%,0-5,0.0%,0,,,,,,,,,,,,QF (Tokyo Pan Pacific)
1990,33,15,18,45.5%,32-41,43.8%,297-328,47.5%,2-2,50.0%,0,,,,,,,,,,,,QF (Manhattan Beach)
1989,31,16,15,51.6%,33-34,49.3%,283-303,48.3%,3-2,60.0%,0,,,,,,,,,,,,SF (Bayonne)
1988,13,5,8,38.5%,13-16,44.8%,123-141,46.6%,1-0,100.0%,0,,,,,,,,,,,,QF (Cincinnati)
1987,23,15,8,65.2%,31-21,59.6%,245-214,53.4%,4-1,80.0%,0,,,,,,,,,,,,SF (2x)
1986,52,36,16,69.2%,68-34,66.7%,521-391,57.1%,8-6,57.1%,0,,,,,,,,,,,,W (Little Rock)
1985,58,42,16,72.4%,83-33,71.6%,594-413,59.0%,3-6,33.3%,0,,,,,,,,,,,,W (Mahwah)
1984,46,27,19,58.7%,55-45,55.0%,451-435,50.9%,4-2,66.7%,0,,,,,,,,,,,,SF (2x)
1983,48,30,18,62.5%,66-41,61.7%,510-396,56.3%,1-7,12.5%,0,,,,,,,,,,,,SF (5x)
1982,51,31,20,60.8%,58-43,57.4%,474-430,52.4%,7-2,77.8%,0,,,,,,,,,,,,F (2x)
1981,44,29,15,65.9%,61-37,62.2%,492-371,57.0%,3-4,42.9%,0,,,,,,,,,,,,W (2x)
1980,9,4,5,44.4%,7-10,41.2%,73-81,47.4%,1-1,50.0%,0,,,,,,,,,,,,SF (Fayetteville)
Career,500,284,216,56.8%,590-474,55.5%,4900-4481,52.2%,43-48,47.3%,0,,,,,,,,,,,,
