Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1997,2,1,1,50.0%,2-0,100.0%,12-6,66.7%,0-0,-,0,,,,,,,,,,,,R16 (Mission 25K)
1996,4,2,2,50.0%,5-5,50.0%,38-40,48.7%,0-0,-,0,,,,,,,,,,,,QF (Lakeland 50K)
1992,3,2,1,66.7%,4-4,50.0%,36-40,47.4%,2-0,100.0%,0,,,,,,,,,,,,QF (ITF Porto)
1981,3,0,3,0.0%,2-6,25.0%,24-44,35.3%,0-0,-,0,,,,,,,,,,,,R32 (3x)
Career,12,5,7,41.7%,13-15,46.4%,110-130,45.8%,2-0,100.0%,0,,,,,,,,,,,,
