Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,54,25,29,46.3%,76-75,50.3%,734-711,50.8%,11-15,42.3%,38,70.3%,24.2%,4.8%,2.6%,60.2%,65.6%,49.6%,59.2%,37.9%,48.8%,0.93
Clay,7,2,5,28.6%,7-14,33.3%,90-107,45.7%,1-1,50.0%,3,45.5%,16.1%,1.8%,4.0%,62.8%,48.6%,47.6%,48.2%,36.1%,42.2%,0.70
Grass,23,9,14,39.1%,27-43,38.6%,318-360,46.9%,5-6,45.5%,22,74.7%,21.1%,3.7%,2.7%,63.8%,66.1%,51.2%,60.7%,36.4%,48.8%,0.93
Carpet,5,5,0,100.0%,14-1,93.3%,88-51,63.3%,1-0,100.0%,0,,,,,,,,,,,
Grand Slams,20,7,13,35.0%,23-45,33.8%,306-363,45.7%,5-8,38.5%,20,71.6%,20.6%,4.3%,2.7%,63.5%,65.9%,48.8%,59.6%,35.9%,47.9%,0.89
Masters,1,0,1,0.0%,1-2,33.3%,12-13,48.0%,0-0,-,1,69.2%,25.0%,3.4%,2.3%,57.5%,64.0%,45.9%,56.3%,38.3%,47.6%,0.88
Other Tours,42,15,27,35.7%,42-58,42.0%,461-509,47.5%,7-8,46.7%,42,70.7%,24.1%,4.2%,2.6%,60.6%,64.6%,51.1%,59.3%,38.2%,48.9%,0.94
Best of 5,44,25,19,56.8%,78-70,52.7%,730-682,51.7%,11-14,44.0%,20,71.6%,20.6%,4.3%,2.7%,63.5%,65.9%,48.8%,59.6%,35.9%,47.9%,0.89
Best of 3,45,16,29,35.6%,46-63,42.2%,500-547,47.8%,7-8,46.7%,43,70.6%,24.1%,4.2%,2.6%,60.5%,64.5%,50.9%,59.2%,38.2%,48.9%,0.93
Quarter-finals,3,0,3,0.0%,2-6,25.0%,36-47,43.4%,1-1,50.0%,3,73.2%,12.5%,4.9%,3.2%,58.9%,65.5%,50.4%,59.3%,31.0%,46.2%,0.76
vs Righties,73,33,40,45.2%,101-111,47.6%,1003-1022,49.5%,13-19,40.6%,53,71.1%,23.1%,4.2%,2.8%,61.6%,64.8%,50.4%,59.3%,37.5%,48.6%,0.92
vs Lefties,13,5,8,38.5%,15-22,40.5%,178-188,48.6%,4-3,57.1%,10,70.5%,20.6%,4.6%,2.1%,62.2%,66.5%,48.6%,59.7%,36.0%,47.9%,0.89
vs Top 10,8,1,7,12.5%,5-18,21.7%,87-128,40.5%,1-2,33.3%,8,67.9%,13.2%,3.7%,3.0%,60.3%,64.4%,44.9%,56.7%,34.6%,46.1%,0.80
