Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Taipei CH R16,L vs Lu,1.11,0.59,42.4,3.4,6.5%,54.8%,0.0%,50.0%,28.6%,21.7%
2017 China F4 R32,W vs Mukund,1.11,1.53,44.7,2.1,6.1%,60.6%,0.0%,68.8%,55.9%,41.2%
2017 Kyoto CH R32,L vs Kavcic,1.27,0.65,57.4,2.2,4.1%,53.1%,2.1%,52.1%,27.8%,20.6%
2017 Bangkok CH R32,L vs Doumbia,0.96,0.79,63.1,2.2,2.4%,58.5%,2.5%,57.5%,32.4%,36.1%
2016 Nongbo CH R32,L vs Kozlov,0.79,0.56,43.1,2.2,3.8%,57.7%,0.0%,65.2%,27.6%,28.0%
2016 Ho Chi Minh CH R32,L vs Matosevic,0.64,0.33,24.9,2.1,0.0%,45.8%,0.0%,52.4%,37.5%,14.3%
2016 Kaohsiung CH R32,L vs Millman,0.90,0.42,33.6,2.3,6.7%,56.7%,3.4%,55.2%,28.0%,13.0%
2016 Qingdao CH R32,L vs Zhang,0.87,0.77,44.5,3.8,0.0%,45.5%,2.6%,56.4%,41.5%,45.9%
2016 Chengdu CH R32,L vs Lopez Perez,0.90,0.61,45.0,2.2,7.1%,57.1%,7.7%,42.3%,33.3%,34.8%
2016 Gimcheon CH R32,L vs Yoo,0.86,0.81,53.7,4.0,4.3%,57.4%,2.3%,65.9%,32.1%,40.4%
2016 Bangkok CH R32,L vs Bossel,0.72,0.54,40.6,2.4,12.0%,56.0%,9.1%,50.0%,48.1%,22.2%
2016 Busan CH R32,W vs Barton,1.29,2.13,36.6,2.1,0.0%,74.1%,4.3%,73.9%,38.5%,48.0%
2016 Taipei CH R16,L vs Evans,0.79,0.51,31.2,2.0,2.9%,50.0%,0.0%,54.8%,24.1%,39.1%
2016 Taipei CH R32,W vs Chen,1.01,1.47,45.3,3.1,3.3%,60.0%,0.0%,65.5%,46.7%,62.1%
2016 China F4 F,W vs Lee,1.10,1.38,56.2,2.8,0.0%,52.4%,2.4%,70.7%,50.0%,46.7%
2016 China F4 R16,W vs Wu,1.07,2.09,35.0,2.0,4.2%,75.0%,0.0%,68.4%,46.4%,63.0%
2016 China F4 R32,W vs Li,1.01,1.65,50.4,2.7,0.0%,75.9%,0.0%,69.6%,44.1%,43.8%
2016 Guangzhou CH R32,L vs Coppejans,0.93,0.60,44.7,2.3,0.0%,48.3%,0.0%,54.2%,28.6%,34.6%
2016 Kyoto CH QF,L vs Kibi,1.11,0.74,51.0,5.0,4.3%,52.2%,4.7%,55.8%,33.3%,28.1%
2016 Kyoto CH R16,W vs Sekiguchi,1.07,1.48,48.8,2.8,12.1%,63.6%,3.3%,73.3%,43.6%,44.4%
2017 (4 matches),,1.12,0.86,53.0,2.4,4.5%,56.5%,1.3%,56.7%,36.3%,30.7%
2016 (21 matches),,0.96,0.93,42.9,2.4,3.8%,57.2%,2.8%,61.1%,38.7%,40.5%
2015 (14 matches),,0.99,0.94,51.8,2.7,3.7%,58.6%,3.8%,56.5%,39.2%,41.0%
2014 (27 matches),,1.00,1.07,54.0,2.8,6.1%,65.0%,5.7%,63.3%,39.3%,37.2%
2013 (26 matches),,1.00,1.00,51.4,2.8,4.4%,58.8%,5.2%,59.2%,39.5%,42.6%
Career (115 matches),,0.99,0.99,50.4,2.7,4.8%,60.3%,4.5%,61.0%,38.8%,40.1%
